"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48"
"N099603",54174.6008771267,49100.5152836477,44777.6160144634,41569.0536142261,39233.7205363669,37683.1319852333,36987.5425146605,37470.8413291899,38480.1519781929,39241.6830612282,41949.9194823622,45563.7326738939,49667.5379563033,53735.7735693429,57336.759803632,60448.777560402,62733.1360379678,64015.6760818367,64507.2852945887,64246.0942674108,63030.6623345529,60539.8550719394,58163.4223785829,56110.1824974143,52081.6379806619,47646.1429534531,43809.342878041,40935.2693248814,38829.6894874067,37447.0923375165,36864.1480086485,37442.2671014466,38525.0136351888,39301.7438024358,42052.4304146468,45698.9890068942,49827.1061069778,53916.5542969771,57524.4948412516,60677.1962055969,62974.4873437257,64254.6381526634,64776.2097244403,64483.8938197291,63274.5821795823,60794.0426369651,58425.0746821559,56360.6400835984
"N099604",27614.8569339596,24483.6139780887,22585.5731876738,21135.2698549701,20190.7031395698,19733.9178644522,20166.4664829238,21177.3452154954,22718.7574402392,24882.1849713976,27676.0892605468,30565.2957456506,33066.6681689106,34939.285075015,36450.9898029622,36824.3558206913,36840.8334632494,36333.9589551484,35448.4973972581,33790.120258092,32470.5950535702,31511.924866542,30468.8725941525,28329.322746341,25481.5795523136,22829.336539586,21047.1337195121,19777.1263258764,18925.1485268037,18628.4003482683,19155.0631969216,20213.0488095648,21403.915207101,23820.2876142673,26875.5659084406,29807.5631789545,32362.0675855505,34272.5478539,35450.5437555334,35936.4447984912,35924.4614296303,35519.8848671551,34746.5889368687,33532.5698112023,32110.5047578639,31187.7553395112,29894.1121355777,27792.3833439145
"N099605",2032.28962517969,1801.83620460876,1637.58388786265,1520.4928142353,1452.44552120684,1427.34705552441,1472.28381042944,1565.77816179378,1654.66560630819,1843.04293654892,2071.89077382401,2301.06842070143,2488.98349684558,2623.62858926912,2712.65263570663,2742.8548367644,2746.8750689141,2714.2490088941,2639.92544956264,2530.5439574547,2406.99050565666,2351.65508346479,2258.23125391391,2076.05855837662,1875.70327954906,1693.05681379512,1564.9324830209,1475.63477712799,1424.42144430506,1412.41817433342,1463.9041343001,1560.70960144913,1652.07635880659,1843.71584448711,2073.65730564219,2303.6243779138,2493.52261421293,2629.90058833653,2718.38871935354,2747.65153537505,2748.66982403532,2718.86805577407,2643.19543015303,2531.21748964336,2411.33882231671,2355.71708473739,2258.58099604941,2077.35970214385
"N099606",6041.10541283149,5290.70128514674,4726.20822934557,4329.13803905804,4058.74364418904,3938.96925844919,4016.37783809123,4269.04202976545,4530.28524420431,5105.41658905521,5841.48436648083,6590.57669143065,7211.05077230322,7716.36699134347,8020.64804295242,8143.20804460684,8150.11064767843,8079.0027472164,7899.57491305995,7585.19148294844,7198.64671147037,6923.83043063206,6562.08539496195,5982.01352266705,5317.25663161493,4726.69274193983,4305.5294307292,4028.7202732218,3852.43955049417,3795.46285438708,3916.50263769826,4194.78339406991,4490.9504552059,5069.36977876603,5822.23221064016,6583.61851469577,7203.68783684465,7715.42240678463,8017.57117186608,8134.2688946683,8154.41031251325,8069.21001631099,7895.02970514489,7578.14594853767,7186.17160076308,6915.74722951817,6552.31006986817,5981.4980095407
"N099607",14495.5400092501,12965.0144427295,11953.5507087509,11249.8178578021,10779.2845262612,10575.2094866107,10719.5725486771,11144.0896076711,11675.0509797221,12925.1100564216,14475.6907668013,15889.7897671757,17062.6401322868,17856.5001017028,18343.3562185982,18536.3356673034,18443.9707265762,18208.5209943883,17803.9028979321,17152.459664791,16411.8658148275,15982.6863372397,15335.8259554087,14382.0376676221,13172.3810752383,11833.4463933206,10935.0163241393,10343.9430900468,9948.53667375559,9778.53376504333,9930.66164105484,10335.3653441177,10866.5495273056,12028.5733053447,13502.2532126109,14839.3703152208,15965.5663966957,16720.0105865232,17227.6239296084,17392.8554606296,17324.4253526106,17139.5290967664,16754.6724727505,16186.0146538784,15485.0904192013,15086.3503522051,14484.7907859669,13622.3220236759
"N099608",673.712036413033,661.145088492221,639.952347030844,617.901893430457,602.194854375975,592.53333526697,585.387620956167,582.219975434405,580.29427766848,579.5500166743,588.574759038904,600.371266603135,610.998565974242,624.176657586608,634.913680611361,645.526800186583,660.786013475289,673.542704675745,681.674629789073,687.310728139278,689.3760106094,684.786255796145,671.237175308953,656.534844186788,642.512017190706,634.462182273374,616.280377649207,596.871533127783,582.83116090519,573.816278008123,567.565148488019,564.956961678072,563.293274768256,562.696273378255,572.245987585052,584.288646927937,595.786107767993,608.844254587198,620.158652379033,631.852235563445,645.657517882873,656.133916878882,662.962851890128,668.009877140526,669.762529731389,665.789413057509,652.869544269103,638.91449457986
"N099609",228.233463944481,196.467787775166,173.048647366578,155.94400074537,144.4163473321,140.133856035587,143.607202671245,154.034790448848,162.443667721147,178.12143776774,200.26161114931,223.946963650881,248.175407969471,271.514106604793,288.115298073754,300.664311380116,305.241953126587,306.257917240503,300.128741305782,294.159147136231,281.816084703159,274.000545482679,263.019360416901,238.547480510322,211.448635820083,186.925772057084,169.128952058443,155.500948754927,146.320934551245,143.011998231868,147.11163258508,157.82804400625,166.11083030325,181.982431766494,203.575766830804,227.525288527912,251.71186918637,275.089568229113,291.330175058973,303.224570323461,307.655495997506,308.874273681988,302.184011989143,295.871581109077,283.235046501233,275.526039143509,264.657458824346,239.510077854404
"N099610",361.21604807848,349.382289597017,342.776311532137,371.556780846345,412.677711556033,456.975907119982,505.65944300446,550.673507448645,592.83877210359,633.871283164433,661.37903359898,680.803494557284,681.280072174495,666.420218872961,637.035646189751,591.411557307777,561.535797394603,516.194849756776,454.376864859773,401.110569143359,358.156477658348,323.044529009701,298.553618025208,280.449810161495,271.754372356385,272.375211983184,277.726056422455,319.584256263104,371.665702952785,423.836609207422,480.903564856291,530.791315797007,577.927637606814,624.119697243575,655.482825515095,675.920641556197,679.767892501205,664.786778979215,635.670475292962,592.652066998757,563.278241757902,516.884202451279,456.146252637899,404.09593746488,359.619838481963,326.151162241062,300.13519166999,283.018117257137
"N099611",2627.87452783219,2462.77289470591,2236.24311117809,2042.59042438968,1909.26028443871,1806.13824298131,1725.09477561737,1674.79773429502,1668.60665000424,1706.82555677684,1777.30843609786,1853.98001732434,1911.39217957059,1953.44968167267,1999.62354637436,2031.18055645496,2072.77872121397,2122.10921364324,2169.08176223115,2201.51178750143,2235.44924152193,2251.30428066215,2225.45105946129,2162.46041262294,2100.84715963188,1990.72608513311,1818.08521349582,1673.06049062486,1579.80169563752,1514.41042527519,1467.11525897079,1443.70699181818,1459.88971271562,1517.65193155412,1601.464605625,1690.7131524876,1757.98108570568,1811.3321474592,1863.54847990926,1904.5352582446,1949.56473297735,2003.91358368566,2057.13840492101,2092.35567011728,2131.21528265633,2151.99324042504,2126.39688434425,2068.64371079899
"N099612",17747.7095577364,16278.8546435208,15394.47301305,14832.4631186529,14359.288917199,14075.1721042143,14006.6814295743,14371.0778525679,15269.9713936909,16187.4762001731,16971.7746778215,17712.4012471147,18288.3247627916,18659.9749750376,19018.0180353895,19171.6437913058,19278.8193621137,19399.9618252325,19398.3263070107,19024.3199785253,18460.7576278796,18163.5615851817,17432.4793200143,15805.1605858366,14224.2288762791,13168.1972133586,12592.3089992549,12312.3430531301,12072.2531807958,12029.4475100259,12173.9541978681,12686.1992399623,13599.7217899558,14471.4602758528,15236.1736584028,15913.648474241,16441.1570924627,16798.6695189361,17138.5648374085,17329.6206023327,17436.2656770787,17597.6053060494,17604.1832453429,17241.2415309135,16744.5631675352,16477.905916176,15822.0989743196,14341.0377786394
"N099613",1853.95686895358,1638.01623094938,1465.35564166155,1346.46531378135,1264.74339537816,1231.1123100025,1274.42828979541,1331.51154346804,1396.75049763869,1512.16369561273,1668.41150610505,1831.4664403734,1978.80700820751,2105.21361848629,2188.27110811762,2233.41231572185,2242.75618800644,2224.79642877908,2177.66971024853,2102.88172547886,1996.37493736624,1901.53638380075,1851.2947002635,1727.20837166494,1556.15320601187,1403.8508721519,1280.53123059293,1201.31588751014,1147.42973199162,1138.10421679363,1199.28711228472,1270.27761988073,1346.28929963491,1473.16002876723,1636.20374896664,1804.57191077922,1958.84215758841,2088.30427793489,2173.54125628605,2221.93594424276,2236.82043691835,2218.82554287872,2174.36264015446,2101.31794198242,1999.4565120365,1902.82129366162,1854.24739053283,1729.75087871656
"N099614",4317.67575962486,4072.72056154313,3713.38679902682,3330.20650601983,2974.40675076128,2724.32347114986,2548.84446183247,2446.78212683872,2426.80238859223,2510.40330061932,2642.36330388541,2863.75966462059,3105.95139714771,3344.65118902479,3580.89732410932,3786.07879340093,3952.06028791452,4124.15328184651,4274.41887815297,4367.6026654412,4410.06912418545,4348.65334101849,4136.39649124095,3901.90293404603,3843.37225204142,3695.02550160475,3417.15162678354,3102.22757894102,2801.95215692694,2590.04092384275,2439.70991666616,2353.65267641124,2346.3081216006,2433.9751240767,2562.08103830372,2784.78897064242,3027.68263462245,3267.97883590345,3494.89220060485,3692.4750473951,3851.6239811583,3998.90846953682,4126.92362291045,4214.91622875955,4251.16526318393,4193.75523538785,4010.68704738743,3798.87609426732
"N099615",4669.28864721148,4182.68856128766,3798.99815865859,3510.4730777711,3307.08023847989,3191.55800192567,3206.15497914255,3324.69627803282,3464.62925005886,3733.5724382671,4070.28979939787,4380.48365166704,4685.4502931563,4946.06116828683,5157.37451257878,5321.93302417818,5409.80997557443,5440.43381045086,5427.60043392024,5322.66473855369,5143.78761250614,4937.11157774278,4804.59713130645,4503.42152820783,4108.4913960529,3727.31858511343,3434.91049674761,3221.50048041506,3075.9156669908,3010.90429605655,3063.93235475137,3213.99412620067,3379.48011199732,3666.31993337506,4018.66000588517,4338.26227844333,4652.25472077389,4924.62635909836,5147.41925589055,5321.00524659669,5410.36903388345,5448.01974792239,5433.30584377613,5329.11436532439,5155.16418834815,4945.68965191543,4817.92877881582,4520.62441718178
"N099616",111868.293684469,103941.552648953,97384.4473728832,92417.7412636735,88886.7530696712,87449.490033302,88626.9444212758,91438.3768297147,95803.2556524206,100545.954941501,105463.279239806,111235.092697823,116270.272944198,120260.308627442,123293.160865583,125209.786020569,126255.846148196,126556.29459241,126049.79624294,123951.023144637,119539.020088137,115564.481637677,112281.523639514,105310.767624985,97634.7307063168,90808.2288903373,85393.8599458809,81445.6550451438,78654.4522858612,77645.7027251326,78790.0244610996,81267.5053634128,85088.9177714917,89741.53967238,94723.5873499068,100293.10870069,105023.62550936,108984.931454171,112208.973559178,114238.558430381,115690.896046088,116444.968379492,116220.025626752,114026.915578329,109688.05914066,105971.760734787,103104.711772376,96460.4499570213
"N099617",98839.1152691402,89668.0443013769,82479.5214121292,77137.5529049538,73464.3040143557,71295.2917986432,71248.6957964112,73338.0176070027,76428.600289949,81381.9351132577,87038.7437649307,92765.9783496975,98141.5540307909,102606.634949638,106069.544599478,108905.922729879,110527.675368095,111036.389439962,110847.230214305,109180.966553929,105965.249221306,101315.044359597,97921.1890077056,93252.5494260311,84810.5190217517,76381.0626804745,69890.51334693,64982.4798467191,61586.1887020399,59632.6292027609,59615.2942999171,61598.0673633692,64680.5875022049,69710.8166224476,75694.1673001764,81584.2918991308,86955.098105973,91459.3943616264,95166.4646235257,97885.329708206,99518.8871302251,100187.22276751,100135.558749677,98711.4760522484,95721.5925294092,91404.4564319661,88164.0480795835,83652.844269123
"N099618",91264.8250708949,82872.4291053238,76317.0643016162,71406.8249545565,68140.8696682989,66233.0998557815,66287.1980028894,68403.114160468,71451.8169293458,76076.3403685898,81269.0121343716,86563.6584259045,91513.7130044931,95527.5617952583,98629.0567380557,101175.096355343,102568.870411711,102910.839666909,102484.733961082,100787.599484142,97604.4070535698,93019.2813033476,89598.9993258558,85108.8288224025,76988.9698519008,68940.2479720446,62574.6270190523,57758.4807918831,54357.2656779651,52252.5278210505,51988.2850616608,53619.0389137256,56253.9822938743,60712.8092171702,65993.0309860299,71248.2113266578,76063.5542527952,79967.5559658802,83054.9883180157,85347.8786177278,86589.1528492065,86856.4862646548,86388.0474494635,84643.8468688698,81488.4937455178,77054.100788973,73669.6403786462,69054.2915170918
"N099619",5952.91170869901,5647.46535000288,5227.78916072396,4809.26673447368,4464.66191912627,4189.55660115328,4006.57063656326,3843.71900623514,3791.85402614025,3749.39573213729,3734.82058331967,3958.96967926918,4268.37512563551,4595.82477093868,4900.92673523193,5186.19031894809,5428.36347695067,5614.42545315499,5785.04549796929,5899.19274555257,5939.73535602246,5902.37392842614,5767.09578519542,5508.09751991956,5431.42669742434,5188.1706671474,4828.25108537958,4458.81720255221,4154.6126134558,3909.09701501469,3745.59131824487,3601.34389969134,3561.18189855221,3527.66238496223,3519.30944949903,3733.75053984828,4032.31544879094,4345.63949358458,4641.63680775306,4918.31486561898,5149.3995069653,5334.84893185599,5500.42788354333,5612.71098531294,5657.45403959558,5626.37020202317,5499.38153505233,5258.5735771647
"N099620",47847.7747350594,45602.9744710085,42389.1255915355,38998.8858143961,36435.7783754028,34741.2876037738,33629.7289685132,33105.2681771621,33297.5070822134,34032.2451223277,35523.3768676397,37780.6455778045,39836.5805936772,41557.8559109162,43109.1293440974,44365.5221171675,45577.1101017321,46451.6441020758,47131.2803641645,47652.4935587037,47827.6818997061,47482.7241476823,46532.3799967886,45167.3465455671,44103.1582900316,42280.14152001,39440.1784640504,36433.0203486315,34194.7787018041,32673.404247935,31750.3383556982,31292.0452829523,31531.4568849452,32248.3246721235,33769.1504849756,35942.9452394895,37902.9753052287,39594.9607856419,41066.0546825579,42280.5792919822,43439.4061285251,44273.0830606787,45018.7078593396,45528.8286513468,45686.7364061222,45401.7811764276,44443.3723981725,43204.8483985276
"N099621",1345.03367888486,1261.83811651341,1149.88037068237,1069.13615254097,1012.81260328107,976.608860953093,954.161390282157,952.161347783299,966.716846515257,1004.12385069612,1068.72871713137,1126.76286846777,1168.11638104253,1209.18807064914,1237.80766624232,1259.50165544667,1283.3377781746,1299.95093973121,1315.01121003251,1324.65481202919,1317.09288600558,1303.90322139512,1278.72257695732,1247.30010336967,1231.71051996251,1167.40039190654,1073.08282142621,1006.70828988667,962.591363767169,936.188452230612,921.845639358967,926.010255846565,945.426099448943,987.527782885135,1055.89692699825,1115.68554808151,1158.76640998296,1201.17155951802,1231.09429008743,1254.87510464221,1278.52058648764,1295.98320190624,1311.24778329916,1321.59225443121,1313.78997515829,1301.24529159279,1276.4337830863,1245.40822979876
"N099622",24035.6965000487,21967.9944188436,20389.7842571548,19196.6829589573,18379.141009189,17964.1708553123,18073.0240241121,18793.9895161323,20219.0475390893,21562.3377129504,22766.8502829917,23816.7980482869,24598.1168481192,25153.3287217082,25637.2804259234,25959.5193754102,26175.9248884138,26293.1752043624,26124.8774731319,25464.8117118369,24669.7104535489,24166.0190868127,23705.0638087828,22186.7886770861,20331.1407759827,18773.0272553009,17601.2873556918,16736.3347259207,16163.7437994532,15952.2412725671,16165.4923737806,16920.0604092994,18328.4366696061,19599.839385793,20722.1823733905,21695.7632145067,22371.8755882305,22885.3985542792,23303.0211100713,23613.8763566252,23867.9806562929,23991.6570608984,23842.7599660658,23239.7636312442,22461.5122803309,22062.4559660271,21654.0510979766,20258.2178349121
