"","f1","f2","f3","f4","f5","f6","f7","f8"
"N023024",2258.96168270504,2228.10345646593,2240.80040830923,2211.75068718341,2188.32678079458,2166.64890157538,2183.29573885211,2158.74583631041
"N023025",1315.76868756792,1309.16254145996,1314.67659327557,1295.46148881363,1278.45106757662,1274.44085216156,1279.4841815461,1262.75806317298
"N023026",6098.59947857423,5433.53417636369,6247.6928063508,7474.61165194855,6088.28964208726,5418.58013351396,6215.967379683,7422.04970505373
"N023027",8703.73751621118,8761.52482299232,8859.76837640909,8885.8598792564,8719.3090042863,8621.00600917387,8827.75844839936,8969.66918239399
"N023028",4958.24071865621,4936.23443080742,4824.55829843256,4744.42356478935,4904.31762570514,4892.7444517355,4791.4118679757,4723.24896437458
"N023029",1858.30958744639,1820.4657573207,1774.97944479937,1763.53431011871,1830.16930050407,1804.68457996307,1750.44703964297,1740.68374087263
"N023030",3069.74003259665,3062.70011774845,2996.85417270005,2989.35609456447,3035.4297630319,3032.11138245068,2968.125269714,2963.67647970242
"N023031",2412.42694051858,2443.55248080787,2421.135342109,2403.80662190291,2416.7258566054,2431.92247537986,2413.77904213752,2405.19041115773
"N023032",4583.02444330188,4501.37098048959,4415.18149210982,4400.33859043708,4499.94528160233,4429.09845844031,4342.92996547654,4332.69315186772
"N023033",8154.70979752512,8175.6225296405,8196.30477154209,8217.87786123452,8238.37034804976,8259.53741195832,8281.13959226642,8302.31871651259
"N023034",7047.47474004084,7114.14611170261,7129.64443659891,7109.57804017651,7166.03310119414,7133.3041924151,7164.88234753004,7181.77428154521
"N023035",9854.29017836763,9858.65798023402,9878.4712018032,9898.66333510135,9917.28034437043,9940.2068127636,9960.92416871018,9983.50344964646
"N023036",8939.58879294477,8978.35201534444,9018.0033938078,9055.21958973946,9094.56901954509,9130.94330794997,9170.17360225402,9209.30510634453
"N023037",4198.70912452577,4196.77161927136,4196.48689690391,4197.33291520039,4197.96512742939,4199.6815825645,4203.14658719443,4207.70404896831
"N023038",6057.98396233786,6086.70305612049,6115.948391365,6142.47535010263,6170.92668703103,6195.50437422794,6227.04733231711,6250.18105276626
"N023039",5038.74841558327,5152.68484622869,5649.8061470043,5561.56556052505,5078.79270580965,5190.0735924089,5672.2726312699,5595.98776659644
"N023040",5234.21842657004,5268.82711502731,5231.22442277088,5206.01374570378,5276.45873136266,5324.13169704755,5294.89806866382,5275.18374334663
"N023041",1878.7013640675,1883.3710291956,1888.97853469663,1894.77246552313,1901.43031731491,1908.53436247073,1915.764028562,1922.75615729714
"N023042",2066.07466022163,2068.35878577162,2072.07474809188,2072.40100705749,2087.54398033664,2090.22146582856,2092.29254739561,2095.35013677522
"N023043",5404.02008573159,5460.62810212998,5379.23447904761,5438.01250171148,5478.95673962852,5541.15460654572,5468.78251022218,5529.42235238007
"N023044",1268.15263458499,1283.4148406435,1271.75535007116,1273.11313857836,1286.28302911644,1302.01931917782,1291.81695935085,1293.61642391095
"N023045",1866.35991510825,1861.52101738187,1853.54493169884,1842.85063238477,1830.71186685208,1817.32686571646,1803.08263945956,1788.75899361752
"N023046",3270.08510903784,3277.56436427359,3284.75238949887,3292.18906567927,3300.27375268695,3307.73314685084,3315.90615407915,3324.40417333946
"N023047",9570.26149611206,9610.1989926279,9652.74697072169,9696.30745522634,9742.09961637494,9782.06872938347,9826.51220867662,9868.98598154895
"N023048",1335.64135633949,1344.18948662259,1352.64961054165,1361.14571319408,1369.73067032478,1378.31352222289,1386.86016211404,1395.5269437358
"N023049",8681.70162575654,8713.56604610286,8756.8664248037,8793.51692460745,8830.4874587386,8870.25733408988,8908.77648546143,8948.47795739891
"N023050",8965.44407918367,9014.45438259001,9055.61537231492,9075.78456967842,9107.2031241722,9154.57475964022,9194.97756015572,9218.2308720173
"N023051",1394.96224768764,1403.60725337253,1410.13107793437,1413.78082985532,1420.61479422074,1427.21805500647,1433.3847353555,1440.31954425075
"N023052",5688.20929350974,5696.95959366994,5707.31312185745,5717.92084871354,5729.07474646976,5740.45134377294,5752.70953231191,5764.77787580172
"N023053",2640.76813628453,2599.03094479156,2608.132691695,2617.49459509268,2627.28941265914,2637.23178613212,2647.3667294149,2657.49814968985
"N023054",1620.80007531167,1624.9103401792,1629.32730334471,1633.6518002459,1638.27576385094,1642.77787528172,1647.48434262465,1652.14890097684
"N023055",6654.99366608382,6669.41351917776,6684.66780366117,6696.86985063502,6707.94110825066,6722.63639482615,6734.53062470029,6750.2073381284
"N023056",2906.66101175325,2915.60904839452,2924.33688204368,2932.55325199861,2941.85608137062,2950.84028921682,2959.43454929679,2968.33629899661
"N023057",1446.88177920465,1444.93223069315,1443.33853313149,1451.98888333926,1451.23808715664,1454.67281436834,1457.94268178253,1461.66831542442
"N023058",7264.36534249566,7276.24452571874,7283.75628965438,7295.29461229338,7307.23258866495,7318.70438847179,7329.40271897298,7342.88291959564
"N023059",9504.08232722422,9527.1223707695,9560.6215354998,9593.3908786901,9626.33040963718,9657.40758019253,9689.83649204489,9722.01128755678
"N023060",1386.64415845627,1394.10762169668,1400.78564186559,1408.09115797486,1415.0774396072,1422.24226034025,1429.47013268553,1436.6659515477
"N023061",2586.05492711222,2476.65987324,2387.97588625424,2313.83046380832,2251.59168016466,2197.2738510289,2146.62185854659,2101.57407240104
"N023062",1989.51726230288,1930.62193238443,1872.76227266199,1825.4210008324,1785.13197728741,1750.81796593178,1718.57903063434,1688.86399620344
"N023063",2724.63982794738,2644.99376315929,2543.76896579561,2438.13535211216,2331.93283782022,2227.12939595839,2123.85774509746,2034.24716472366
"N023064",3007.8237274763,2975.9626287731,2962.47455149956,2956.73480108575,2958.98497323211,2964.69098580707,2972.80355032514,2985.08886608175
"N023065",4433.2148084352,4215.31568599,4038.7991632477,3895.04701025114,3772.84656200668,3665.85012695653,3570.7280208905,3481.64078383494
"N023066",5962.17660485933,5776.72834940807,5577.36865332374,5378.20573729088,5191.43068999854,5009.57109573123,4846.55092484742,4688.4093323231
"N023067",10396.2317998787,10230.195494277,10015.9889184001,9734.78173774548,9513.61313273743,9311.29220049209,9124.40377586524,8970.28149927054
"N023068",3068.54624540287,2996.61343055809,2934.53717179346,2902.52490795075,2866.89403007915,2831.77364446393,2799.0636369796,2773.56434177827
"N023069",1006.14826156483,970.791958929087,943.200171527066,920.628807587325,900.006580883623,881.638722347698,864.984363634941,849.69413345123
"N023070",10625.8050255524,10615.3239855144,10609.2175778547,10602.2231135972,10598.8355438175,10595.6893619806,10587.9404280705,10584.4417112201
"N023071",4617.84153945839,4478.11191018787,4372.37264880851,4282.63058742191,4204.57067842725,4129.33291243334,4064.37383214998,4004.97229911488
"N023072",3632.44840772004,3619.84121050687,3635.92488951594,3651.97083061849,3670.01903002991,3685.32970645429,3704.04365039056,3723.11477476208
"N023073",5111.94916460579,5099.97538180084,5106.16099204548,5109.59014831829,5100.64866024831,5116.97914901769,5121.03024386193,5120.17829557131
"N023074",2977.78162707266,2970.09613794729,2962.52562578434,2932.40575073165,2911.75123859326,2894.9548424441,2882.59847148039,2875.01024084136
"N023075",1597.70152668177,1597.53930223174,1595.32331485109,1594.79729874057,1595.25523393967,1596.08383213786,1597.74592586947,1599.32633429722
"N023076",13508.4450971766,13532.7239051662,13552.5260887619,13542.9508247897,13526.0150849283,13543.2642672711,13528.429124219,13508.0757127316
"N023077",17513.490445661,17507.3854364208,17469.6732322818,17398.1891310328,17298.2795042907,17173.5424755122,17018.5311932815,16852.7416057977
"N023078",17071.7478966073,17066.2795887037,17030.9462140368,16963.22317219,16868.135286593,16749.0483466971,16600.5453789231,16441.5381572421
"N023079",1559.70886325866,1512.50828320734,1452.10254781529,1404.88052458496,1379.84377833658,1358.34364173623,1340.84315545699,1324.20087931038
"N023080",6728.80568623465,6685.13407820141,6660.2985898003,6648.06197718626,6634.36294122777,6618.91518575497,6608.7839416223,6601.65418034271
"N023081",4475.60578591188,4457.02451625126,4442.91006976664,4433.00333774058,4425.56637775459,4419.85363810306,4414.83174069457,4411.28694789872
"N023082",2188.4307241465,2176.55808677509,2162.24270676346,2153.26766211185,2134.33110153752,2113.18381730055,2096.40198432186,2077.43386796101
"N023083",3126.18285852058,3021.71532978358,2987.85570062656,2936.33374251705,2898.18045104484,2838.16698140163,2814.02700111579,2780.23769653561
"N023084",11877.344410372,11569.6439843747,11245.5049233264,10920.4369902798,10608.79948509,10307.1929657403,10025.9084381541,9754.79740869056
"N023085",31822.4293028936,31599.2059658771,31557.0329031042,31590.7142325744,31685.4956797054,31812.5052006865,31982.9786021567,32173.7601986321
"N023086",1090.57357887523,1075.68181793947,1068.68635198245,1062.07443638459,1063.67471486182,1066.2300806378,1068.51656610063,1076.67385895735
"N023087",2349.94644981587,2348.32264121968,2348.26365590831,2349.01432814356,2349.82728789981,2351.03605662725,2352.7785618533,2354.14630436601
"N023088",3638.27420976269,3499.39219508603,3307.30232638314,3212.28670068327,3282.94081435093,3178.14999813052,3094.07263203081,3174.85010952481
"N023089",8180.57614112042,7878.14768892213,7632.5167140575,7352.29242307339,7302.29623851914,7064.20002911653,7001.17457389683,7029.2580567051
"N023090",7966.30305487712,7478.25408538958,7338.78505229763,7691.70260202387,7560.67083270308,7060.87562798264,6931.02771190417,7209.19236061657
"N023091",1067.87138586444,1057.40685989869,1053.61901839796,1048.25638754827,1042.50603158527,1052.30440067454,1052.71559412323,1053.02747201247
"N023092",7201.75547066165,7210.91882124065,7203.56852425662,7212.46090480495,7228.60644235928,7239.20935885425,7246.55261191334,7262.43283979562
"N023093",1567.14527874092,1573.00109985379,1578.68422702086,1583.17024691082,1587.68798938799,1592.47471427568,1597.08539019373,1601.5664753565
"N023094",3894.94799290695,3876.85670756698,3854.37635228222,3828.21040735204,3798.91701744686,3765.50121595086,3731.07829193532,3692.80668884289
"N023095",5842.05784836733,5828.49161820849,5808.81934687876,5784.03858527476,5753.52913906214,5718.72728904714,5680.12840896757,5638.17994211073
"N023096",8739.14536363772,8691.11379503568,8636.82915229994,8576.8932588813,8509.84022770822,8441.84654963985,8367.44722005042,8289.45537329117
"N023097",20940.0977116574,20779.7950075795,20574.3722218771,20332.0214701949,20070.3962487378,19785.3872558202,19487.1096207137,19179.5447791144
"N023098",2355.50938668804,2293.4048100163,2280.63953732782,2248.0961825353,2194.87531756457,2120.3754871841,2108.39243062949,2070.23534722919
"N023099",1353.1754632899,1275.30243017985,1195.56409217977,1116.25719358885,1045.90492345171,981.824235119209,926.680911022696,877.595989883426
"N023100",6639.39924116539,6497.15570790843,6496.17889723242,6455.84515678474,6308.17709184339,6117.91095232103,6093.48932926413,6030.1992460144
"N023101",4195.77455823836,4174.16342347795,4161.45345388954,4154.99417996037,4150.32797172052,4150.15658278078,4149.4964387661,4151.25375331693
"N023102",2171.5815755855,2167.62133306153,2158.99938795736,2143.14783277456,2124.30041081057,2105.7434072924,2085.09040778689,2064.42017110027
"N023103",2269.76857253338,2266.97812399435,2259.40429478793,2249.23563769445,2237.32771477029,2224.28949917191,2211.52913982369,2197.7239214102
"N023104",5834.40525806119,5698.47679542173,5546.8244940982,5391.48048442746,5240.71868093581,5093.52691603908,4955.38902371562,4827.84932114321
"N023105",1815.64402301301,1812.51715933732,1804.98709590916,1797.249999769,1791.15278356851,1785.0755983656,1779.19064872121,1772.55452568365
"N023106",3527.44239887357,3497.69702409052,3483.20300518288,3474.51323284356,3471.14173051152,3473.20129021406,3474.6973232085,3479.26596800052
"N023107",6113.93995827956,6013.2557355516,5908.73783005612,5798.86702461644,5684.2146682915,5562.99964427366,5441.33068026611,5310.13754732591
"N023108",2301.24027022792,2282.85541381834,2262.30384066438,2240.43263360882,2219.25996637263,2198.6084417706,2177.39111535397,2157.50847826443
"N023109",3033.33939455246,2996.45935794313,2958.58121898808,2918.24474937735,2875.41688710858,2828.89909991171,2780.02661083565,2729.16629984031
"N023110",2301.1368760574,2288.6567571599,2271.84642675317,2271.62598396362,2261.74684095032,2251.56707432693,2240.46744341332,2248.77401864922
"N023111",5489.7743060089,5489.35648813644,5465.57182810377,5415.61891853687,5367.48408190358,5325.89399207657,5280.03401998068,5235.75973312807
"N023112",3857.53837403513,3845.77096478714,3836.32156811584,3827.77092621506,3820.46950055483,3813.43952820611,3807.12056850065,3801.39311990177
"N023113",3335.28194019728,3317.28491609057,3307.07923259227,3299.39537788621,3295.6370320451,3292.84363554517,3291.57150944222,3292.29339687637
"N023114",3201.40107257149,3172.31078555113,3151.42380887424,3133.27950881302,3118.60403051718,3104.700620623,3092.43387817238,3081.47546780129
"N023115",1367.25452003811,1413.43620453593,1386.25311853038,1414.15196212253,1392.31589212424,1442.0242880544,1414.78772231754,1444.53435073824
"N023116",2314.2383556329,2299.96662976338,2284.20704676469,2250.51750923369,2220.47517521526,2190.15064635158,2163.35057546191,2137.57905370906
"N023117",1309.64421228478,1188.35496026641,1304.17637919999,1404.77840809514,1278.73385947242,1196.42533219349,1229.11004338208,1269.48859946305
"N023118",3968.79430704569,3923.18121197139,3885.26295704217,3852.84403735344,3823.95645144265,3799.27873942795,3775.8429030451,3754.06677492321
"N023119",3210.58084542336,3191.95919532685,3204.53270888651,3209.22795362088,3220.6491057537,3240.00713973566,3252.2365136425,3265.67109137195
"N023120",1431.57721698674,1428.34875590975,1417.70866798311,1423.92983434049,1430.11941084511,1425.14382677137,1438.55379057009,1451.35918177289
"N023121",1666.1460010612,1661.65291739718,1659.35015400683,1658.52017028978,1658.34973517813,1658.86129880677,1659.79024445385,1660.94087469102
"N023122",3273.74082103135,3253.36223470186,3200.72061955599,3180.93247719004,3161.1881372644,3147.76997292832,3123.40891364136,3124.47883083764
"N023123",1754.33938525995,1752.82677967005,1754.91646417689,1758.33179816286,1762.55041803271,1767.01932380658,1771.82547420032,1776.54169312602
"N023124",10219.7826251558,10192.1916140952,10178.0498254246,10172.950061898,10171.8984527692,10175.0334956948,10180.7304077263,10187.7876299498
"N023125",1311.20441245905,1258.64324152477,1225.44937124083,1196.23988170053,1169.28204176604,1145.24544006286,1122.06696316573,1100.49296289578
"N023126",5747.92310095171,5614.61453383157,5492.44391543505,5432.54819133498,5294.52561341986,5143.04546718342,5016.52730642632,4912.51349920494
"N023127",1207.95540279736,1211.51363292883,1215.49799119593,1219.70786196925,1224.2417495143,1228.66761832088,1233.03930882156,1237.52468535517
"N023128",1065.78561946329,1066.37731370946,1068.13673003684,1070.02449381776,1072.70882424932,1075.58201868294,1078.68277458522,1081.7748564351
"N023129",1120.19496211118,1120.86650677435,1122.75183162043,1124.72600940008,1127.5054543552,1130.32930438203,1133.67434028649,1137.16104472523
"N023130",7636.34784261935,7524.56562413079,7438.07456951175,7362.74803180701,7297.93753983423,7239.10594313366,7187.83014292599,7137.18022899811
"N023131",3226.74979659374,3207.83089144432,3201.48590296716,3199.72943718799,3201.91276097746,3205.67435136296,3212.72264467006,3220.73911028813
"N023132",3167.68241341294,3107.25588677794,3060.11601917208,3022.27726190658,2985.48058481873,2955.49949752809,2926.28153492029,2901.22471091798
"N023133",9832.68027257145,9805.06381036149,9792.26291498905,9786.58180723433,9787.16140474207,9789.33308888634,9792.77373689985,9804.17829463549
"N023134",1076.97481120776,1054.01615998454,1042.5261555565,1034.95737653114,1030.36600051717,1026.51036991137,1020.78490910189,1019.43892073139
"N023135",2678.91941142849,2645.13520110011,2605.15916106443,2581.30749469433,2591.48104485456,2548.88524630559,2520.43657171356,2526.69122186375
"N023136",984.877568714222,971.648605618523,965.559938101359,959.265615232175,952.917662074693,947.913275396775,942.76470999926,937.074457279237
"N023137",10304.2298398824,10222.7902056118,10188.4417245933,10173.5173849128,10170.1248983632,10170.7939866077,10179.02684486,10197.59183851
"N023138",6230.38628496933,6199.76015412186,6154.70259382758,6098.2028615624,6032.87353882427,5960.83513424925,5883.73138280968,5798.85424099144
"N023139",9302.93919589425,9298.93755305378,9267.99461097905,9229.41969514078,9207.52904247723,9165.66886827314,9146.32653766387,9139.42954647635
"N023140",7490.01911634157,7468.46926885738,7431.92806247134,7381.11890146889,7321.6683456653,7251.38002060836,7173.76869634715,7090.17327150779
"N023141",11868.6888929848,11744.5847987087,11612.4226824839,11467.9429383032,11316.6004772851,11149.9977026531,10979.4246758467,10797.3744274342
"N023142",5831.57537388074,5784.45813876983,5725.57661499506,5657.70781831901,5583.22878087252,5504.0276037563,5418.39459839019,5333.12801967179
"N023143",16159.6859424569,15704.7586128746,15426.6731874075,15238.6025205506,15102.7742197608,15008.3982806023,14928.8998321016,14881.9661981
"N023144",10920.2079444271,10316.5434180874,9810.80167408077,9388.68367705622,9013.99692191434,8710.79176719658,8425.60786267095,8170.99350202906
"N023145",11426.6615476839,11421.6134667878,11441.5885467972,11470.6404793837,11508.5721022705,11551.1498898431,11600.2301386898,11648.8340228603
"N023146",10170.2649247808,10234.6631325209,9939.07648253104,9893.82726429846,9878.79716228215,9867.0586527641,9535.09246657438,9428.96208068379
"N023147",17501.3692739168,17170.2127639644,16972.8869454807,16825.8484551853,16721.6629791058,16653.3062347445,16618.210164384,16575.0210828513
"N023148",4027.5714716257,3802.38774660916,3931.20423413611,3775.25327803079,3938.26322388578,3800.92922889264,3977.66679652474,3849.61667337908
"N023149",5122.8155059123,5152.64925823966,5194.35165435728,5247.7364641623,5311.81039650803,5381.07342934334,5454.41908060622,5531.05135958672
"N023150",5651.88806957145,5039.81015261896,5273.56652154217,5169.24757528606,4955.6102670414,4527.98053209038,4854.91843075149,4800.82553334123
"N023151",4178.47822687559,3756.21904640722,3825.84823880314,3700.32407322224,3870.31901770847,3519.34211097383,3609.1392614755,3508.31151150601
"N023152",5792.6347900087,5565.69658333698,5353.49712906375,5151.37676610686,4956.67322844304,4762.6277796722,4553.0005758136,4353.78786851454
"N023153",1618.69140573394,1529.13923241099,1447.70108862474,1374.07055055675,1308.47526269861,1247.88152295447,1191.71321865177,1139.69585706586
"N023154",2194.02178954952,2169.36080510432,2148.27165348181,2130.32867481106,2113.18922134792,2097.21000164451,2082.11320150402,2068.85029179278
"N023155",7450.1915987256,7606.98526616934,7645.92011705474,7424.17353238511,7468.24973852567,7625.97895327684,7678.790771478,7478.99589239548
"N023156",901.82986693704,877.163224567026,1002.47929672401,1018.99035553397,830.085138339716,815.489100747431,947.926581724604,968.702769705186
"N023157",2368.70835936731,2398.26385346291,2428.07090285104,2459.28087397473,2489.21945500845,2521.04077319471,2552.27916195063,2583.94349471094
"N023158",1147.05852705871,1163.43868568891,1183.6126882055,1202.50100100005,1220.63516293586,1239.43331078334,1259.1519639236,1278.36404225746
"N023159",6925.80839508026,5931.75427263627,6294.25127362267,5879.80492758716,6863.30095888668,5916.12298310746,6270.44725076726,5864.90929704121
"N023160",1277.10123147311,1202.96135938043,1249.6605801003,1196.69348448501,1169.02238440218,1149.87489555641,1160.11723405363,1137.19282220719
"N023161",1209.10069284115,1214.33538962647,1219.02314513332,1223.46743367639,1227.57635334182,1231.58564420494,1235.50148223874,1239.21472566784
"N023162",1218.57920026616,1223.56180979829,1228.06544196441,1232.88059710445,1237.77227679556,1242.85013329029,1248.28920009221,1253.70184654433
"N023163",1176.16706562427,1171.41239833503,1173.49371344004,1176.3480937196,1190.0855678441,1184.58820404099,1196.94099072571,1200.38531356011
"N023164",1217.10712292427,1219.5552881315,1222.49649230161,1225.33170214071,1228.16966224655,1231.01381580162,1233.86057166974,1236.65523288467
"N023165",1223.81737311474,1227.56373539388,1231.77061903555,1236.05042974017,1240.47020843364,1244.9264149595,1249.44379106433,1254.02982989048
"N023166",1223.66744180123,1227.4002098489,1231.71811481772,1236.27294529511,1241.08854957894,1245.92655786455,1250.85893307139,1256.00044492527
"N023167",1198.12181145863,1200.95474888217,1204.1787060789,1207.49316474249,1210.84142590148,1214.3003668241,1217.89500692539,1221.35893218854
"N023168",1226.59619070296,1233.47033590691,1240.22275878331,1246.55505452353,1252.686457446,1258.5979410798,1264.21287769757,1269.71936564747
"N023169",1233.29472092246,1241.50067829141,1243.66637382177,1253.18574226697,1255.88930402784,1266.0613008637,1268.9740622013,1279.57434537577
"N023170",1232.45856288628,1232.64342628259,1233.04245001617,1245.56651318077,1246.85535845054,1247.92448532973,1248.62736627034,1261.3693182827
"N023171",1251.736326721,1264.70881964829,1274.9845007865,1282.84955883932,1290.54203361102,1296.76165416391,1303.99822625703,1309.76094273267
"N023172",1199.60716582416,1200.94748062592,1202.72965306669,1204.67407621735,1206.62370037665,1208.53995713389,1210.52840225579,1212.51033871132
"N023173",1185.51535638999,1187.23634960454,1189.06998069981,1190.96053779562,1192.95190918854,1194.84377418654,1196.82990564057,1198.69144925995
"N023174",1186.94325158414,1189.25049117583,1191.9668867979,1194.82625805664,1197.81810178946,1200.85738260478,1203.92322276835,1207.06408246098
"N023175",1218.61233074148,1219.75390350193,1222.50853708771,1225.44170417661,1228.10468938738,1230.81603934709,1233.99209746189,1237.16324720163
"N023176",1225.13883492188,1227.88172121946,1231.40972412943,1235.39073784684,1239.50662922379,1243.91965762472,1248.55310179135,1253.14904905451
"N023177",1215.70394689102,1219.05886994682,1225.0109927479,1229.630525762,1233.6277186398,1239.03637684828,1244.14855642614,1248.81311121885
"N023178",1186.65566404939,1193.14388786644,1196.29316971462,1203.09088225575,1206.51448845323,1213.31072370532,1216.94087799915,1223.51825133858
"N023179",1200.59860053513,1209.5319673459,1216.0260496303,1218.61572388489,1217.05268468312,1225.61192333949,1231.51530612095,1233.71020735553
"N023180",1282.93680741882,1292.47701837109,1302.93777601671,1306.94218421602,1310.57719529811,1320.67628663808,1331.84407455206,1335.83331700067
"N023181",1213.64051341469,1220.57072283997,1227.27254327461,1224.12261345759,1219.88455187089,1221.12323331943,1222.6844213288,1214.82696593418
"N023182",1217.57607734824,1220.91068355784,1223.68921226125,1226.08643802104,1228.17267024512,1230.0117379818,1231.5004306423,1232.84475114511
"N023183",1220.58440757175,1218.55694361629,1216.96873756947,1227.19246440304,1226.71979221935,1223.68787263815,1221.07798450953,1230.26404402683
"N023184",1222.79552564046,1225.36739531338,1227.51037868131,1229.25580817898,1230.71593382475,1231.92525298635,1232.87282424224,1233.57653197323
"N023185",1169.78160766899,1171.40877560655,1172.18370577953,1172.30909099458,1171.9331872928,1171.16984445378,1170.14943213655,1168.77012825875
"N023186",1217.0961293735,1220.5976596766,1224.47828261084,1228.52814411247,1232.69017769689,1236.89887641597,1241.14637921005,1245.48338596502
"N023187",1229.05343960547,1232.3144496207,1236.05092713708,1239.92467778337,1244.00738244079,1248.0592779875,1252.22222195325,1256.40064605044
"N023188",1204.07747044746,1207.89415627481,1212.35788075357,1216.93806636045,1221.87407603733,1226.65567446683,1231.80239109111,1236.82884457301
"N023189",1223.10945353921,1223.3648025442,1222.75798106591,1225.68392499333,1216.18996306467,1210.58946489378,1208.05581075212,1208.36528790861
"N023190",1258.2296840137,1263.40014059376,1263.606689947,1274.5680734567,1275.46590871905,1279.56201765835,1278.991081204,1289.02315572728
"N023191",1228.65093107884,1231.17192431368,1229.60134656329,1238.39406193023,1238.99470859005,1240.65957211546,1238.38612898411,1246.24403489766
"N023192",1222.98654660219,1225.17403979535,1222.93443778802,1232.07737332823,1232.18159957435,1233.49872402799,1230.3671158605,1238.71625732915
"N023193",1245.12946785569,1248.6167363603,1252.20718906859,1255.93604476544,1259.55537944692,1263.20583341816,1266.81345819816,1270.49242634655
"N023194",1190.33738871358,1190.97699197612,1190.30294363605,1197.23453903833,1198.0572993512,1199.42741629713,1199.40895422876,1206.09176328705
"N023195",1182.44028558411,1183.29142024187,1181.25797011887,1187.33236176685,1187.51102349463,1187.59403963794,1184.6719054751,1189.71479456334
"N023196",1178.98438037523,1179.51061944386,1179.38789779384,1187.29830704596,1189.47158998487,1191.78703830452,1192.82618481808,1201.12591691176
"N023197",1350.66330507755,1357.9746513309,1359.77543272249,1372.97728979252,1374.07846452952,1381.54848217169,1382.28616294402,1395.04829539146
"N023198",1682.36911980965,1676.23656501274,1668.71861630651,1659.68211296498,1649.31021986827,1638.34260242338,1626.44014434306,1613.81238582486
"N023199",1678.46350380434,1691.48828273646,1706.89184819799,1719.936497285,1731.79616661074,1742.04041150553,1750.95732721815,1758.82991358916
"N023200",1548.27992562884,1526.89128847019,1502.52291504534,1477.07733111334,1450.11051967523,1422.56645575458,1394.34998810895,1367.43052823864
"N023201",1640.31068344975,1642.74801059638,1645.48260103369,1647.45254364834,1650.70347554014,1653.70294393786,1656.2345020124,1659.40364027693
"N023202",2348.19389932141,2327.09110691672,2302.61579561146,2274.07185898775,2242.52931979243,2208.6268295048,2172.89397221182,2135.7448240511
"N023203",1138.11829915517,1079.48589253933,995.164991450147,916.825151239436,809.518272873807,706.202027445192,598.820150650577,504.05748020908
