"","f1","f2","f3","f4","f5","f6"
"N000077",9786.33977951781,9740.94492408319,9673.65077020881,9577.17873448708,9452.71626533683,9290.89351203191
"N000078",9664.53898379888,9943.40966250446,10280.3602514572,10641.1334689055,11044.322932372,11454.9760975454
"N000079",3353.37795194438,2532.80727052514,1854.9303435607,1295.1406054815,832.371665482814,464.408016571148
"N000080",2593.53984974754,2304.76116939405,2097.43001091335,1939.46189925894,1800.81740682594,1697.28635577171
"N000081",4479.75313208053,4610.3950676435,4734.3874669016,4847.46573016492,4949.59509951024,5042.80238190982
"N000082",8889.89522759867,8197.85318534339,7713.50866758151,7313.91850076681,7000.23857726699,6702.02861984418
"N000083",8964.07898168504,8547.36761826343,8093.73770523687,7612.60915857099,7120.80988958431,6618.06408931953
"N000084",3657.13475189025,3628.01913257443,3606.87235162086,3591.27900257338,3577.58360203029,3567.1155656524
"N000085",1237.83407993019,1274.05891806876,1275.06352250602,1275.61549130721,1276.49089600826,1276.72855598567
"N000086",2167.47889500399,2140.29202870479,2114.28379362578,2091.66226351232,2069.96386235089,2046.2682029019
"N000087",8398.89512841759,7783.64192757548,7351.76233724296,7004.28666408269,6708.32097380775,6459.49754981289
"N000088",6621.33242880368,5648.07934757914,4842.6421077959,4178.32832912294,3565.08993798434,3047.59090566622
"N000089",341.390599861133,218.160289957802,162.059874641462,128.479169417963,108.607824798712,82.379790736406
"N000090",3056.02105108231,3414.99131114189,1274.41457829769,2181.39990962098,138.641360138788,1404.80757234221
"N000091",7766.87758614645,7678.23054604439,7558.52046980332,7416.4866905936,7265.45962731686,7106.36414077467
"N000092",542.102852606583,87.4778093932819,-254.592513635771,-559.015957219533,-818.561332442776,-1047.20073225945
"N000093",7330.97102022951,6818.66809954126,6691.13858087419,6745.81983957646,6748.92803431282,6743.62148511804
"N000094",6504.28344452509,6468.11770863121,6436.42960754787,6406.16026584878,6379.63387960159,6354.93960898417
"N000095",6330.39903924298,6230.41331741391,6161.21957192491,6103.97699379194,6054.55086717704,6010.59575443447
"N000096",6885.43581079865,6658.03791905162,6472.92680455881,6440.72997989832,6410.85567728161,6381.82983361156
"N000097",6210.43425370923,6104.07935365539,6022.81280236414,5956.34468408624,5895.65758963883,5841.19926480878
"N000098",8197.9300160835,8040.14635848253,7914.78488307902,7801.1448187034,7700.78808214529,7612.9429923654
"N000099",7667.39955578948,7484.33118665867,7326.68914824904,7203.64445171723,7096.13039837469,7002.090778383
"N000100",7627.2470508107,7338.87837781889,7115.06543455097,6936.20233829151,6767.80227487867,6619.52166506986
"N000101",1234.72122606268,1089.72454335315,979.904599682296,885.437209057173,802.909989783607,730.745455995898
"N000102",8433.61134150187,8227.80464308275,8069.84725966474,7936.22124511092,7819.2680309532,7713.96810387412
"N000103",2814.37569729897,2479.7464931723,2225.11664622028,2012.65880180304,1818.2815451911,1653.41650281072
"N000104",1565.06725913446,1501.61271997955,1451.44087729129,1407.88232172902,1371.83681223101,1337.33464953227
"N000105",1649.01925686574,1593.81934154156,1542.76653249305,1494.87365152677,1448.85232038044,1400.43262220508
"N000106",1537.09829465104,1250.5233027641,1199.30735270261,1200.1736927863,1195.46861573715,1195.45282578205
"N000107",2720.66310107911,2715.80299887315,2830.6457580104,2788.65199192843,2782.87924621,2776.26761629383
"N000108",498.773166053209,258.779968494724,31.5046298965374,-118.437059511564,-290.007551577839,-413.363059824793
"N000109",1663.18615727503,1479.78925862557,1265.82395026706,1091.37931372673,931.048156888867,788.360233213432
"N000110",1777.80401421416,1708.44695166842,1673.82221965656,1632.89944596064,1599.8898595577,1572.76149691326
"N000111",2327.63098482227,2190.66187157769,2087.4144704624,2002.54408580909,1926.90759999059,1854.1484493651
"N000112",942.60450022691,899.289280803703,861.641910206524,826.42407382746,795.436242617772,765.005643781905
"N000113",1745.52212080235,1745.42763943733,1745.7484827241,1745.66945974125,1745.59050985981,1745.51163287728
"N000114",1655.32706835291,1620.17749023334,1584.73337403489,1551.43169317955,1517.28344024994,1484.37866893854
"N000115",1450.13252973052,1423.77621905901,1397.74423698278,1376.57409176496,1357.86002651469,1339.11964520283
"N000116",1812.9494696356,1703.25337260815,1618.77070093882,1544.14332500963,1481.03084659936,1422.7695245048
"N000117",1719.80259795308,1608.88521525095,1521.52725924455,1450.91728616963,1393.54922382256,1342.12203654042
"N000118",1586.62542234957,1449.31298756468,1400.42571640124,1357.71001923656,1324.98386504881,1287.18683245921
"N000119",2198.16615026535,2094.83392942847,2015.64985195727,1948.93723190658,1887.58925004801,1830.13982542311
"N000120",1512.01572730541,1371.61528597544,1265.56009555606,1195.19776520511,1134.0986211569,1082.76121843708
"N000121",2700.42788281598,2476.64997984602,2320.93931156278,2183.01060620581,2064.05719335248,1966.69828544793
"N000122",1462.66883530914,1344.20699947754,1253.47332601255,1177.47553489022,1109.17337662889,1053.35988360674
"N000123",1748.2258812632,1540.84269174294,1543.06298702605,1541.25528593216,1542.80391579477,1543.66137141724
"N000124",1203.47097502416,1180.88281724802,1152.22689952937,1131.6577552881,1112.07280816443,1093.31820063261
"N000125",7644.56692458465,7529.70997407012,7436.79321438544,7357.25349858008,7282.38600745518,7214.70062171399
"N000126",3292.1136109204,2965.83601471165,2862.06688062538,2737.11881567008,2641.81764082884,2537.24388646769
"N000127",6865.3302047937,6864.10015609427,6864.89682362324,6861.55476157519,6861.11533528084,6856.35428992578
"N000128",9077.74565926751,8735.82268274277,8657.09921463328,8582.16263086397,8584.14736665618,8578.33126842365
"N000129",2968.28282169588,2684.28232285796,2432.59400727976,2199.98878312594,1976.2644287964,1767.55159468822
"N000130",6597.7443316083,6538.79357656596,6488.9656788935,6445.2474692151,6403.29824986852,6367.81754650165
"N000131",7840.80452654817,7775.89820463828,7747.78314042825,7719.30929723787,7694.82815926014,7672.81844762671
"N000132",6961.37459923464,6844.02770384821,6752.11392299985,6676.29683933003,6610.51001708007,6548.65865119919
"N000133",3964.71958124773,3812.75171272079,3728.91563418575,3684.25127329354,3664.47965856104,3675.78195714219
"N000134",10695.4601238915,11065.6892562258,11430.784887232,11803.4126221337,12158.1080346122,12498.0233301361
"N000135",7404.01465982427,7153.41042696672,6986.95371481577,6865.87087855596,6774.17040542252,6689.6492378917
"N000136",3201.83729148212,3423.48177875636,3662.59311757391,3924.95775427901,4203.32879657258,4508.69590609332
"N000137",3240.23476465886,3289.86098289078,3335.9787595757,3379.24534390279,3414.97135277458,3447.99724736423
"N000138",9470.76990283446,8729.99963475282,8181.08928844897,7760.07391637238,7388.24797566199,7089.63376943383
"N000139",8189.10634175767,7529.31534101133,7033.83486941523,6600.60929445078,6221.90450499724,5890.5391041924
"N000140",5754.28596488369,5675.86201325224,5626.59819233193,5604.37517279839,5586.61773764165,5573.10103956722
"N000141",3970.29551431395,3964.91320934253,3986.12737162636,4011.90364333039,4038.06450425202,4053.10558524373
"N000142",3985.22853564151,3920.81050688921,3815.99541417392,3683.90062798874,3523.76068668901,3357.77719774031
"N000143",4330.13389609184,4406.18124933773,4484.73231616602,4557.75228402367,4623.29920758052,4680.4892458952
"N000144",4676.05467853547,4657.35015815534,4692.63037145702,4748.30588328718,4832.78693821569,4922.44323125036
"N000145",11776.9347579548,11675.6891002004,11634.3446495843,11622.4073349807,11611.0874802919,11620.4652750838
"N000146",6172.99483823122,5718.62392432293,5377.14344593818,5106.15662765136,4863.29439120416,4668.36012601414
"N000147",2218.53198283002,2357.79903220793,2505.46900887071,2662.53752916082,2830.92433191343,3009.83859472319
"N000148",6295.34866979963,6108.58865310641,5879.74573402969,5618.65665222558,5330.65148746337,5013.99902445347
"N000149",2759.08477301805,2827.28732739651,2914.21816653541,3011.92315345501,3120.40313500867,3232.69470341179
"N000150",7773.80192705306,7654.28856944588,7578.67526086256,7528.06558408182,7487.05875114606,7461.6892765329
"N000151",1835.44665862179,1829.27574794078,1837.64832355742,1851.55679101704,1869.84512204168,1888.17045548129
"N000152",6743.73705797573,6492.49680451959,6289.27680511034,6094.67984643026,5884.05315924148,5697.17919028854
"N000153",9353.29316996421,8541.65925947937,7967.08274294062,7605.93171577223,7311.90803037448,7044.89412689097
"N000154",2930.82536250482,2818.3870511277,2737.47571795098,2667.07924312498,2602.96489415524,2544.09409490516
"N000155",10409.9159666899,9897.41304359638,9514.49965949294,9206.98126424534,8957.03061045578,8748.36059645917
"N000156",3187.44855468394,3211.09597955761,3233.01990751792,3250.12269576866,3261.97612992098,3265.39779525165
"N000157",2965.46919257758,3161.870131211,3374.48158267269,3602.47283126573,3851.63660113961,4120.26205822984
"N000158",3235.85077540382,3285.9819295037,3332.6849855467,3373.75707817669,3410.05152162381,3441.91495471709
"N000159",4595.1547740711,4462.60769608064,4325.67513465263,4162.35312013889,3999.10229933854,3824.29414430808
"N000160",2991.13432705699,2970.58609081322,2917.28094633537,2837.67708592254,2734.99532795151,2614.15099753781
"N000161",8327.93267733115,8017.17629767682,7715.50811056012,7414.79141217303,7113.04925677306,6795.39763348395
"N000162",10690.9336711791,10772.4396260771,10992.7853904143,11272.6057071302,11611.9767967608,12014.8944834136
"N000163",2745.91870913052,2738.10359343206,2751.89646565847,2772.6928210145,2797.59038781104,2820.77691862757
"N000164",6612.14014745318,6525.61802986708,6432.98185422443,6336.75939418054,6225.86007633396,6110.94106384105
"N000165",8910.8187642415,8785.69040908859,8691.78774261914,8588.16268346133,8466.07388082713,8320.64470195502
"N000166",13348.741108308,12080.7025616975,10971.3842349799,10069.2131362927,9309.84277361363,8663.0644269028
"N000167",12995.7792066721,13025.7801269128,13096.9981723198,13193.5548086925,13296.9602390738,13416.0274397256
"N000168",2980.68216336951,3028.85444803748,3046.67759867292,3051.48970886243,3058.99341266963,3064.97344584434
"N000169",8315.74255866959,8373.60521898055,8277.19018482523,8056.68391603691,7762.67821601877,7378.06408173701
"N000170",6151.11104694277,6156.96946894483,6133.2465004887,6083.7568592627,5999.99805078893,5887.99280879304
"N000171",3164.5322738313,3339.42052404191,3488.06059722818,3609.89702449797,3706.58800919002,3780.02793849081
"N000172",1770.44940211194,1641.92291866791,1548.56839289146,1476.63581834191,1409.84352720974,1362.40907342316
"N000173",17514.1593585379,17429.3209601094,17427.9222833918,17465.2655805742,17542.7979686329,17630.6074693243
"N000174",3172.25201720888,3126.26884917708,3109.552713935,3106.67083864323,3110.43798001713,3116.38663008938
"N000175",3218.05531751016,3089.57516600041,2992.19130478141,2911.0933119214,2839.41605095117,2772.58726218239
"N000176",1018.99346031341,973.324380895619,937.234792114156,906.809861382053,881.235847411567,856.424397501403
"N000177",3830.60006965941,3873.30252878341,3935.96131039823,4011.60207407043,4097.69159841425,4192.9280349224
"N000178",1332.05757541979,1227.02201134751,1147.90755623778,1080.45613271006,1021.86257835556,966.917788675775
"N000179",1865.01059626742,1876.91210821834,1883.53056416072,1883.9709679571,1883.13107456075,1882.76214137917
"N000180",3857.91807137777,3934.4238020215,4044.42066582574,4170.37193310725,4313.03840260923,4467.75572282064
"N000181",8369.69021327395,8249.75402160462,8074.10375840579,7960.11651306431,7868.63326955198,7798.64962850683
"N000182",2043.39350917248,2000.37068518643,1975.88018240726,1960.76910865195,1950.61738088487,1945.71450499888
"N000183",11594.1911492043,11763.5835002027,11950.9372733952,12139.0832218458,12323.3041896632,12504.19950854
"N000184",2017.60517238117,2034.34379243585,2050.87472720733,2068.19065993859,2085.78657496293,2103.83697471231
"N000185",1328.18816370538,1311.6089384769,1294.17657364281,1277.19285723654,1260.42308250941,1244.71015543912
"N000186",2035.55654606131,2029.45306393808,2021.60499857764,2011.75965067419,2001.29178335399,1990.24984802307
"N000187",4589.23979253285,4602.82365878809,4615.20821649109,4626.45139568649,4636.60577563406,4646.11170946658
"N000188",2209.98637675707,2194.52732669407,2177.40541656355,2158.55663921583,2138.1774352194,2116.619745778
"N000189",9943.119239792,9991.36659774516,10033.3315905685,10068.690059217,10096.4838514564,10119.3468676116
"N000190",4686.41556013191,3844.62243275342,3294.23786916207,2865.20437550222,2568.08297568331,2260.81340047416
"N000191",1503.23441131519,352.879273455013,-532.01601670328,-1248.12564922606,-1882.41678142869,-2445.26790376668
"N000192",4450.21032217693,4146.04908420699,3920.7348730155,3729.91976825056,3570.70035480662,3424.56178914168
"N000193",9449.77306502717,8807.4821101358,8382.34564207155,8065.95747181472,7807.99511618869,7563.78779019145
"N000194",7667.29795365057,7213.71304472121,6879.46144059065,6597.68718550876,6369.10551264329,6171.53025765687
"N000195",10778.6296804359,10202.0500509142,9768.07686956902,9441.59982160079,9166.94304748966,8917.26234156374
"N000196",8962.63637468594,8445.80283350028,8081.14476970224,7801.58972447086,7544.93762777254,7321.68740678805
"N000197",2660.78660668001,2431.53985253728,2269.45692149923,2131.80348966061,2017.06196326966,1918.29992244885
"N000198",4447.50719164305,4081.78577837617,4081.69852271738,4078.46394712978,4080.82831609785,4081.95256540058
"N000199",5762.29148656566,5055.24842088331,4552.44414702003,4137.37824829342,3772.33782527284,3449.82321559287
"N000200",3726.84754312577,3427.40107766578,3209.1880353859,3037.43628689083,2881.65667636274,2768.2817724025
"N000201",4378.33177880509,3903.24482169493,3510.53240199809,3263.38888652214,3032.75531908181,2805.12029555674
"N000202",6890.20642824311,6080.11940628315,6058.73856163574,6010.81776409189,5967.11669263466,5908.73875397975
"N000203",3408.37213622753,2836.13471057156,2455.07035514239,2184.46657326857,1976.99024478529,1808.50931111134
"N000204",9620.26307575049,8832.19082452393,8267.74741130231,7813.07502734719,7434.56464216538,7079.32261303164
"N000205",2718.41128928377,2503.07072130808,2348.29442294476,2214.35128634098,2122.86368787271,2029.6502462432
"N000206",3816.71698264477,3421.83818958227,3114.63063869857,2859.66966996438,2619.82888639602,2415.02894139218
"N000207",2313.44586100818,1558.96242009408,1132.60407475909,810.325024644804,527.759049731164,262.72497181849
"N000208",7692.50186666114,7225.12106709899,6880.91384802239,6609.66456519742,6368.36879821796,6169.26287063466
"N000209",4097.8516207431,4097.8516207431,4097.8516207431,4097.8516207431,4088.79116012688,4092.5025271505
"N000210",2690.96635753239,2567.69951698496,2475.72881174762,2398.72966119947,2336.59190061532,2278.57678818929
"N000211",4037.62633763392,3657.43288752786,3371.7943654756,3138.62278055119,2945.87334521157,2767.35836199454
"N000212",3866.32419357068,3601.64705411309,3408.6464045238,3254.97528927716,3131.50638206788,3007.71324822181
"N000213",2832.71632281831,2374.58211042747,2073.93857541181,1846.91774505365,1695.29721264249,1541.27897975852
"N000214",2570.36328300887,2430.97469897903,2331.45160119002,2253.37939249587,2182.22539867035,2124.22588075936
"N000215",6714.38589617694,7084.48538610799,6819.16826136006,6820.96976601319,6820.63040597684,6820.42682265441
"N000216",3670.62549814713,3159.75888670764,2756.00143364491,2427.9657733468,2142.51621065533,1864.29402507761
"N000217",2528.70968614285,2254.20408169602,2083.58741040582,2054.41566790133,2029.48114550752,2002.07375308154
"N000218",5883.43725909574,5114.95046752606,4560.33053915346,4141.78186590609,3774.73836221896,3474.18781049292
"N000219",1238.20680737532,1149.74066096274,1086.09776021661,1036.38264960917,992.040753331457,953.687274594256
"N000220",7410.90793307125,7282.38422605927,7206.55439502798,7156.87755889169,7126.23711429334,7112.11996970866
"N000221",8318.04333307818,7321.80078141127,6631.63552477161,6124.75860790696,5690.63290863294,5325.42645565932
"N000222",1190.23304718024,1015.7836373214,948.521898894545,932.950815189913,920.670954131886,907.293598636944
"N000223",6456.5606740104,6373.9903429784,5515.78786166253,4211.3145644367,4142.58780353192,4093.91394342243
"N000224",5532.70468266407,4978.28782099059,4563.04154257408,4201.32680446017,3894.01501811617,3593.72928906529
"N000225",9723.05357152123,8879.45894278719,8144.24889013106,7831.52148339625,7562.73573727524,7339.95144110723
"N000226",917.591636101073,711.417392590149,745.711519178527,746.302347915779,744.808462255817,744.911111761247
"N000227",8342.74656606844,7777.86998286705,7434.8597449199,7153.15952364016,6925.00239976575,6710.00183712637
"N000228",2567.2614112099,2305.84808053196,2093.82392535487,1874.67966187038,1721.42460521089,1528.33341532583
"N000229",2006.84022824029,1458.1479948276,1137.62706307632,940.01686607724,878.351383690402,684.903899346704
"N000230",4145.61503241931,3763.20320707855,3415.09342847179,3147.42928661194,2861.76228400578,2629.26573687488
"N000231",997.236196973421,899.290179923071,831.590385368399,775.296016693742,727.777055810792,684.111478882167
"N000232",4196.19388363798,3945.10523291053,3762.64545599579,3615.69649985678,3490.81082938617,3383.44118381225
"N000233",5945.14555484968,5862.05055221778,5817.95399525605,5783.55435371384,5731.50603770972,5687.58510261039
"N000234",8340.00899576107,7343.78338879415,6778.22303266625,6716.0149000913,6698.68947493102,6702.76613017699
"N000235",5623.00717061335,5043.52763094802,4626.88354073641,4307.61608655127,4034.83610086305,3825.88340745549
"N000236",6000.15763669632,5438.4164542289,5011.52602235395,4638.87477896692,4329.17934676686,4030.40605620123
"N000237",6173.28377493479,5767.6611010323,5489.25752867623,5289.18408060034,5114.36962392051,4951.31993398536
"N000238",2879.45714407702,2285.66157536905,1846.37599112428,1612.09266816112,1395.30195601968,1188.78924370187
"N000239",2743.86459149562,2495.66095893484,2306.09830327456,2153.89238121782,2011.40319548221,1888.40043397188
"N000240",3560.77155153672,3597.06671290021,3672.08650271266,3753.08755770676,3841.21239470113,3914.79921791875
"N000241",6370.23774997378,6147.43534107218,5767.35889340554,5284.08397393963,4738.99421649188,4158.19642582734
"N000242",2320.947679683,2219.66479088452,2145.57854081982,2087.31382617771,2035.38616978722,1989.24476985319
"N000243",3496.21186174606,3286.96938141624,3139.39270471854,3005.52841350336,2900.66500789931,2803.52467012031
"N000244",18944.660777678,19278.218486592,19540.4240462714,19732.1636071513,19866.7103011258,19934.3681315355
"N000245",13776.5441011855,14026.3869859591,14349.1829715196,14731.9377943213,15120.8902198458,15556.6135020438
"N000246",5461.84700235117,4593.60176046625,3999.51807209324,3574.97664188968,3229.83935015161,2956.20391256734
"N000247",8348.89879371082,8626.62332197533,9009.59817729232,9452.62259056888,9947.1798024037,10511.0248300338
"N000248",5299.2396413498,5301.68442212698,5268.04887515461,5202.43486061921,5114.06431538827,5003.63376509296
"N000249",16816.2567894617,17526.9709510413,18082.7910037684,18455.3673181827,18668.3117933247,18749.3537895714
"N000250",3579.40424382268,3641.11177770583,3704.35330960765,3768.0536519588,3831.48321182556,3893.85461786266
"N000251",3104.6660749473,3150.50067934172,3118.68472608624,3025.65371152042,2893.92198256359,2727.78321220632
"N000252",11853.6990695299,12173.8945074122,12476.3679880974,12761.7826943051,13023.7642139205,13257.7951683769
"N000253",11252.1328310023,11648.9515457191,12009.0510210071,12252.7386538122,12490.995782946,12736.559846781
"N000254",10031.6535069165,9953.02866359615,9892.69769939082,9841.83634383304,9797.02659004917,9755.92745418363
"N000255",9252.78211772439,9180.05158546825,9057.27945865165,9018.64088138955,8915.14674051652,8890.17419576168
"N000256",9455.76696916795,9500.78484619368,9192.24581051954,9149.66190266826,9112.77454536487,9081.35002202616
"N000257",8096.22179185592,7951.77159492636,7839.36686914508,7740.91192936416,7652.8901897912,7574.47650833943
"N000258",4133.17652515408,4024.50072215766,3941.69022604966,3875.02851437456,3816.35135459864,3764.93494754357
"N000259",6755.09248441771,6590.4636915877,6436.91519180157,6281.8618068078,6127.97763890694,5963.38295882692
"N000260",9129.1069159703,9154.98837824007,9294.68685771923,9470.26913952063,9681.18037569149,9888.45708999224
"N000261",3556.76781643173,3540.21527276035,3542.48120932757,3550.54951842117,3565.6681535157,3581.44290661168
"N000262",1734.80780028642,1611.83520532319,1516.58445192206,1427.73368327455,1356.96103389591,1278.34894688396
"N000263",6992.79855398134,6960.11573925533,6958.65107336892,6968.98513717171,6993.99328110121,7023.18661131951
"N000264",3162.41412975516,3111.63790369296,3094.70776796725,3088.78280780765,3088.68175000306,3094.40243904264
