"","f1","f2","f3","f4","f5","f6"
"N000060",9933.78162613537,9923.27618668878,9954.43848060514,10040.0420554112,10125.6457498134,10211.2494993202
"N000061",10000.0000000132,10000.0000000438,10000.0000000743,10000.000000105,10000.0000001355,10000.0000001661
"N000062",10000,10000,10000,10000,10000,10000
"N000063",10550.1069194692,11130.4756232884,11742.7708279462,12388.7488314017,13070.2625519529,13789.2668331702
"N000064",13326.3495683437,13552.1399298842,13780.0474818063,14006.3787558564,14234.4841337775,14461.34358101
"N000065",10494.5143521391,10567.8142794682,10640.9281027073,10714.245632862,10787.3449750668,10860.682819581
"N000066",10514.7983172124,10780.8499428046,11034.8898618514,11349.9248887045,11664.9600045378,11979.9971964245
"N000067",9593.01646123376,9186.03966352806,8779.0649515826,8372.09212342376,7965.12126119241,7558.15212558797
"N000068",9779.32264429419,9861.45354111941,9943.95768462886,10026.5970474974,10109.3516311419,10192.110871321
"N000069",10119.4764950638,10341.0064364453,10609.3895717317,10877.7397662401,11146.0582198573,11414.3460665949
"N000070",9957.0284978489,9914.05699624255,9871.08549464575,9828.1139930391,9785.14249144323,9742.17098983622
"N000071",9117.12297778651,8565.57582498182,8212.20093876808,7981.90420956051,7830.08456921113,7729.22113864021
"N000072",10437.9021127715,10878.9576730494,11320.0124492463,11761.0673534272,12202.1221401475,12643.1770725547
"N000073",10195.8242621653,10396.0331040459,10399.7544180643,10396.6753252199,10400.4731535761,10397.3196810187
"N000074",10135.6909273096,10268.8705267746,10401.3845185907,10534.5802462347,10667.0815526121,10800.2940405888
"N000075",10198.4912323487,10424.9433157101,10527.6571624418,10630.3124934541,10732.9303183582,10835.5248906561
"N000076",10212.9870615217,10352.0955613252,10491.2022845103,10630.311753895,10769.4189730162,10908.529492758
"N000077",10330.0995331561,10657.9312522228,10984.9234256194,11311.7290458321,11638.5373462753,11965.3484972477
"N000078",10175.702697958,10694.690155916,11235.6327665441,11799.2337870301,12386.2093219014,12997.2882001514
"N000079",4080.17008206912,3478.88016413824,2877.59024620736,2276.30032827649,1675.01041034561,1073.72049241473
"N000080",3592.79372335918,3592.79372319258,3592.79372339678,3592.79372319566,3592.79372343841,3592.79372319589
"N000081",4560.15827834182,4772.00375957354,4986.52996385396,5204.46033802989,5427.21741231435,5655.18828612223
"N000082",10797.11,10797.11,10797.11,10797.11,10797.11,10797.11
"N000083",9230.23794425126,9112.65588848916,8995.07383272707,8877.49177696497,8759.90972120288,8642.32766544078
"N000084",3735.24536355485,3743.51844397463,3751.64949345421,3759.92210427991,3768.05552361805,3776.32769859308
"N000085",1417.41974984582,1458.00981260745,1466.6435265614,1475.47703650771,1484.31215705088,1493.19450656207
"N000086",2637.46713409189,2638.16027573467,2639.41368705793,2640.48288972653,2641.62993315856,2642.76273003062
"N000087",10070.0000032219,10070.0000027777,10070.0000028698,10070.0000033137,10070.0000037764,10070.0000042226
"N000088",9584.25822691411,9585.31620372644,9557.4217884755,9555.05835626907,9531.9818989034,9527.37915319057
"N000089",542.98416068675,484.058103999412,462.255157755422,453.786379713222,450.432477773308,449.09387045184
"N000090",5042.9212055669,6356.57434465267,4823.9525660478,6192.14284455968,4637.59422868703,6036.96450012464
"N000091",8126.41969103706,8306.5199851967,8448.96973351146,8561.02845854047,8648.97049618913,8717.80945827579
"N000092",1693.184524445,1689.57324793813,1692.074283223,1688.7859220795,1691.01785667851,1688.02220939854
"N000093",7795.62958519458,7584.14191024462,7681.73371357668,7783.45410175764,7783.44338608688,7783.48556540112
"N000094",6767.41516549704,6767.54883962231,6767.69674124285,6767.83731173982,6767.98195172217,6768.1246325898
"N000095",6464.6806196223,6462.82169246265,6460.95214192141,6459.10064652428,6457.2388248248,6455.39473373102
"N000096",7278.97562464023,7193.06412672671,7181.87268839766,7181.78621002681,7181.69929171694,7181.6129869864
"N000097",6390.92459030264,6384.1263118533,6377.24268481574,6370.44241671814,6363.61782046006,6356.8573961342
"N000098",8745.46081701307,8735.01375254977,8724.36788775219,8713.90427952782,8703.38174091739,8692.95262154602
"N000099",8099.86569321265,8083.0408588627,8067.28848844809,8057.88341962545,8048.76384540261,8038.62364028586
"N000100",8336.85577177654,8339.01578789076,8337.30331138599,8339.49300167361,8337.75200582424,8339.97180791567
"N000101",1590.77032883611,1588.55557970453,1589.34402534609,1587.51707316533,1588.01262767374,1586.49006880881
"N000102",8928.39646633307,8928.5496905468,8928.72015584587,8928.89179780388,8929.06474776076,8929.23901475242
"N000103",3607.09167168831,3606.40090939735,3604.38658547737,3603.61913518658,3601.74267579933,3600.91544464749
"N000104",1765.07451819523,1765.00535253311,1764.93270231345,1764.86282348788,1764.79119281439,1764.72107953502
"N000105",1989.06338890713,1949.26780259288,1913.70522767911,1879.67652130218,1847.00799684471,1815.60892742771
"N000106",1994.43825311584,1850.83437841347,1812.74675071818,1812.49959523447,1812.45517800366,1812.22781204598
"N000107",3085.60216375437,3208.32745702131,3452.42976004157,3491.94112878385,3490.78897112206,3489.66682329817
"N000108",1208.172098236,1229.10768310529,1202.84553993273,1222.55437455716,1197.56457915804,1216.11314049988
"N000109",2548.13141784947,2521.71225649898,2521.70749895142,2521.42423753556,2521.36871668368,2521.17870234274
"N000110",2008.93783759421,2025.67185990851,2037.06359001114,2039.60063068464,2047.81945557811,2055.24225362631
"N000111",2661.9071767812,2663.51365384836,2662.35513452186,2664.03145780065,2662.8060185467,2664.55555054518
"N000112",1186.15130712514,1184.18591257348,1182.50405785667,1180.69778222611,1178.98551469588,1177.24988024893
"N000113",1834.80919169955,1834.80919866738,1834.80920578774,1834.80921290812,1834.80922002851,1834.80922714891
"N000114",1952.00690592968,1933.90680977723,1915.37520253596,1896.95477709102,1878.65208506786,1860.46554339104
"N000115",1622.81927494811,1619.66625584046,1616.02033695093,1612.55531673164,1609.12042624157,1605.69090336688
"N000116",2180.86123371188,2180.87734932755,2180.89369146725,2180.90988147486,2180.92620477651,2180.94244624297
"N000117",2140.37698927859,2140.37707425384,2140.37701692053,2140.37710030117,2140.3770453821,2140.37712723777
"N000118",2102.68811615208,2039.6174049851,2073.6091272282,2071.81332226793,2070.78978619307,2069.08410430847
"N000119",2479.70508289097,2479.60968751106,2479.51510807651,2479.41997911307,2479.32536923088,2479.23044205895
"N000120",1934.69965726594,1924.28560851223,1912.78377956781,1914.94264749775,1914.28129354231,1916.44440346357
"N000121",3613.02184378219,3612.8295278712,3612.86469455832,3612.6903300078,3612.71275644653,3612.55413019711
"N000122",2119.65728986843,2119.15496950877,2118.7057690367,2118.22818431995,2117.77590803396,2117.31347284416
"N000123",2075.49350849316,1911.69134052621,1911.68802599164,1911.6920140071,1911.6968118272,1911.70170662482
"N000124",2244.23110163857,2242.6411507422,2241.37260892959,2240.1412874351,2238.93829881859,2237.76274010163
"N000125",8014.99440251834,8005.29655677855,7995.22503306418,7985.42249131792,7975.52678030585,7965.74163385424
"N000126",4360.10938305741,4388.79015198741,4464.02472773613,4435.72633222654,4410.12664407763,4382.35658434381
"N000127",7364.24445594073,7363.73469667016,7363.21029803963,7362.68752891064,7362.16638946325,7361.64687322678
"N000128",9409.73064094842,9170.60781496607,9119.12448687773,9059.29940725864,9059.30984221957,9059.27413463446
"N000129",3386.4553169453,3258.22364341948,3128.75466676077,2999.92034749779,2871.75620263658,2744.24345874045
"N000130",6794.60970072051,6787.33340445896,6780.10153034279,6772.83095966542,6765.27359390957,6757.7714260571
"N000131",8269.79801383949,8300.76332011499,8352.74693712257,8362.24105994074,8370.63675957536,8380.01186227622
"N000132",7245.44643345548,7246.09041504469,7245.09638515786,7245.73380764854,7244.7468698316,7245.37778975435
"N000133",4759.97623192854,4950.51323715746,5141.16091645603,5331.68661944595,5522.35461606928,5712.86490191239
"N000134",10941.3455204801,11445.0540968287,11955.8184931912,12488.2839904455,13028.704920397,13592.7123848585
"N000135",8489.57463405291,8675.29241973911,8854.47319936899,9027.14584401123,9193.36446419691,9353.20428896614
"N000136",3593.54842347086,3886.4722781682,4203.27347494749,4545.8983470475,4916.4518808643,5317.21064826588
"N000137",3362.66375695858,3489.7607912653,3621.66165292352,3758.54790995603,3900.60799302756,4048.03745482878
"N000138",11546.3136600002,11546.3136600006,11546.3136600008,11546.3136600011,11546.3136600014,11546.3136600017
"N000139",9781.84061674108,9780.84420632824,9781.85501432474,9780.90776370629,9781.87063117958,9780.97016259992
"N000140",6132.58251986438,6213.34105104239,6293.72106710184,6374.47004839263,6454.90866195276,6535.6553619487
"N000141",4487.12510971289,4778.90075447618,5089.6491340182,5420.6039487859,5773.07912597953,6148.47402739425
"N000142",4638.34598491546,4726.257427151,4814.16590291073,4902.07811282729,4989.99031845528,5077.90253091467
"N000143",4617.97129252018,4889.61968385775,5177.24757005183,5481.79493184225,5804.25704356853,6145.68772577069
"N000144",5245.30028099335,5480.77891242259,5726.82894779942,5983.92497197344,6252.56287541477,6533.26081078276
"N000145",12822.150248996,13197.0842261941,13572.0002456691,13946.9888062422,14321.951931151,14697.0007687664
"N000146",7787.76650645178,7787.766942757,7787.76761266088,7787.7680778742,7787.76873178145,7787.7692213463
"N000147",2265.68488451422,2405.80003365953,2552.61116561056,2708.54537706944,2874.09638756276,3049.86220960896
"N000148",6843.93848976587,7053.8713924727,7263.80429517953,7473.73719788636,7683.67010059319,7893.60300330002
"N000149",2953.03856953245,3112.34972034764,3278.39804889706,3451.37717744763,3631.47641389727,3818.88590396803
"N000150",8509.99586846108,8619.46150933494,8728.94495810577,8838.41850655706,8947.90249368339,9057.38209686999
"N000151",2015.51974270271,2088.84709298027,2161.52555388447,2233.45289829174,2304.53477014129,2374.68465248948
"N000152",7922.43126469452,8326.83843307704,8751.88890556344,9198.63643697718,9668.18857194312,10161.7093906332
"N000153",10437.6468597464,11091.4805406574,11823.3366640986,12664.7532375321,13607.3533446196,14663.336995124
"N000154",3297.13614697097,3350.48852794843,3403.92261636659,3457.27135379363,3510.71080111036,3564.05542559058
"N000155",11912.7571555167,12023.6642734091,12134.5342567763,12245.4801184845,12356.4039510116,12467.3922984897
"N000156",3344.5805491241,3474.97280664449,3610.44855087252,3751.20596999989,3897.4509760905,4049.39750892288
"N000157",3328.30497125593,3592.79923112289,3878.31236558941,4186.51470249619,4519.20931119451,4878.34254737329
"N000158",3356.44172207832,3481.63668726833,3611.50141305803,3746.21008108505,3885.94336994594,4030.88869753217
"N000159",5414.2309156451,5781.46998783091,6175.78548249065,6599.27729608175,7054.16502019618,7542.88317765046
"N000160",3129.24986710345,3264.58237420689,3399.91488131034,3535.24738841379,3670.57989551723,3805.91240262068
"N000161",9112.76654014854,9175.43033223602,9238.09427204675,9300.75805579958,9363.42200638935,9426.08578062795
"N000162",12220.3478581316,13008.4419155638,13847.3605259101,14740.381444907,15690.9937222258,16702.9114986838
"N000163",3064.04514426607,3223.07979492702,3390.36889914276,3566.3408925484,3751.44644744894,3946.15962761009
"N000164",7078.11019334641,7177.20402874035,7276.42262514529,7375.54613095554,7474.75225509295,7573.89754524257
"N000165",10121.8600616686,10737.9569876594,11391.5544738143,12084.9351025539,12820.5203924235,13600.8792548511
"N000166",15892.4005711919,16316.2614928931,16498.9845869133,16577.0252480998,16610.2207417554,16624.3545807829
"N000167",13516.8690185547,13765.4974544078,14049.5518510024,14303.3154193898,14589.8892567699,14848.929844838
"N000168",3272.84701271019,3366.20654979176,3456.85090239461,3550.21207659406,3641.24461077279,3734.6504984288
"N000169",8811.71074881628,9294.32275694996,9755.20245932663,10218.0525956285,10682.8834708748,11149.7006817763
"N000170",6559.31360767322,6864.54099024709,7169.76837282663,7474.995755413,7780.22313800618,8085.45052060739
"N000171",3542.27514768464,3771.65793091088,4016.52450534822,4276.67466150529,4554.29562145744,4849.33448128253
"N000172",2121.82473171532,2121.77872304147,2121.73521711025,2121.69094081333,2121.64885867722,2121.60623372172
"N000173",18371.1710999113,18643.1157959743,18914.1818141708,19186.2279197575,19457.3717457501,19729.5239107398
"N000174",3266.63691610241,3309.7712021638,3352.90517243897,3396.03953160394,3439.17347575044,3482.30792344675
"N000175",3521.52074588663,3521.56659291768,3521.84440500462,3521.89816217872,3522.17152489111,3522.23287330911
"N000176",1135.77635840682,1135.74373308479,1135.71293114761,1135.68073534103,1135.64988081484,1135.61804150741
"N000177",4056.66739735361,4203.19958562894,4355.05741940374,4512.4345642163,4675.5319129346,4844.55775459911
"N000178",1558.86505553502,1557.87596892723,1556.65634300616,1555.66760139401,1554.45894529882,1553.47076267746
"N000179",1932.22161095358,1966.96407683334,2000.23210868515,2022.65554809057,2044.19631627593,2066.57959088827
"N000180",4167.96812065801,4389.88664370211,4623.62095550573,4869.80017373828,5129.08691269384,5402.17906677936
"N000181",8786.30740372263,8911.67874736351,9005.01583176223,9097.43049086032,9188.45155744828,9279.17753724311
"N000182",2235.12099470557,2274.22586131078,2313.31126298739,2352.42343346462,2391.52142338883,2430.64189903477
"N000183",11684.921777028,11950.6570666557,12219.8853769456,12492.8159453419,12769.3888851967,13049.8500467487
"N000184",2022.07684941291,2044.36168090283,2066.3932831923,2088.36928178279,2110.33598171798,2132.29203761264
"N000185",1334.65338259337,1329.63481790778,1326.13286952058,1323.83402715805,1322.49328742937,1321.91898818997
"N000186",2044.68581688115,2049.00203008716,2053.070031991,2056.85646828161,2060.37066617382,2063.58947353458
"N000187",4593.73882452901,4612.93906564511,4632.15164156032,4651.36784320056,4670.58282307962,4689.7953123996
"N000188",2219.03400757543,2213.3050431533,2207.57610371148,2201.84718246762,2196.11827452359,2190.3893763422
"N000189",10015.7138578609,10117.7439599674,10219.7740637494,10321.8041691256,10423.8342760333,10525.8643844238
"N000190",7415.58780154385,7412.8460761326,7412.15922630959,7409.73047559832,7408.99091737803,7406.83142673437
"N000191",4097.93885674986,4070.25850794397,4009.53865750964,3980.01678814857,3928.24107053587,3898.38007218403
"N000192",5287.06717911156,5286.34249051556,5285.79153148162,5285.08217262865,5284.53356860462,5283.83891395402
"N000193",10947.7065320699,10898.7453838271,10880.5688580399,10884.8530223298,10888.6878733557,10892.9678744909
"N000194",8868.71261257872,8868.98128556976,8868.724705401,8868.97672201451,8868.73627025786,8868.97267014416
"N000195",12280.6570052094,12263.2153547598,12254.7407588287,12256.9388511323,12259.1219371838,12261.3204602134
"N000196",10296.055229903,10294.2957904497,10293.3541980845,10293.6414925811,10293.9213931691,10294.2088864582
"N000197",3240.84148148962,3240.40071445226,3239.74471022703,3239.30040031154,3238.67434152012,3238.22872596331
"N000198",5336.6297130919,5134.61371409182,5134.55355263128,5134.54561709924,5134.50289744452,5134.4975466325
"N000199",6857.11488548918,6849.02377816389,6841.0604858129,6833.18516921489,6825.43265425223,6817.76730502229
"N000200",4581.06198629771,4580.91186262663,4580.83052806946,4580.71725054367,4580.62463941323,4580.52588631355
"N000201",5018.38843320097,4981.46770691707,4889.90740630246,4812.95129279824,4736.25250418166,4660.00773219801
"N000202",8017.32704126476,7792.50871739446,7887.72507042035,7883.05390167059,7879.88412330011,7875.26207948464
"N000203",5340.48730931383,5340.46563949283,5340.45050340502,5340.43529578311,5340.42224414982,5340.40774103829
"N000204",10948.4651961493,10948.4740311481,10948.4720139064,10948.4810395544,10948.478871362,10948.4880931203
"N000205",3330.48382198789,3330.48380351686,3330.48356802355,3330.48352163736,3330.48332944029,3330.48326685086
"N000206",4771.06577808142,4766.74582061962,4761.66049679804,4757.41416107284,4752.53650956157,4748.37071351227
"N000207",3179.89201148308,3046.57204897192,2963.09004874772,2870.33609798849,2778.95056101889,2687.51262455754
"N000208",8913.85917265524,8914.39095140946,8913.86121803014,8914.38907310592,8913.86324890204,8914.38720925203
"N000209",5987.33004015046,5986.82140388708,5986.36157797932,5985.90349604249,5985.44685614837,5984.9916507054
"N000210",3011.38240309295,3009.86903460946,3008.85881788599,3007.80017167593,3006.93436379474,3005.91950053038
"N000211",5023.57625176012,5023.3562480817,5023.05853538944,5022.839639848,5022.54900763788,5022.33138395163
"N000212",4591.86013394401,4591.61759307186,4591.54053649843,4591.31416303681,4591.23110579655,4591.01920767119
"N000213",4364.79782399653,4364.79782399168,4364.79782398596,4364.79782398162,4364.7978239764,4364.79782397252
"N000214",2934.46588862762,2934.46312922347,2934.46082947637,2934.45815209242,2934.45588670032,2934.45328737727
"N000215",7058.46609339438,7433.77572335018,7308.1749832816,7308.16217318198,7308.14938009465,7308.13660398891
"N000216",4882.45361416965,4875.99791318747,4871.16385577362,4864.91139679539,4860.25394407308,4854.19801816421
"N000217",3132.81302401691,3148.3112821132,3055.41206699283,3053.98212154528,3052.37173546775,3050.95507061905
"N000218",8141.26411414848,8142.07455987805,8139.61376489614,8140.48927353657,8137.99935528465,8138.94092749229
"N000219",1445.172373308,1445.18052048575,1445.17551527382,1445.18392080333,1445.17867663202,1445.18734991366
"N000220",7986.0096136432,8097.96121472269,8210.38014459823,8322.49133727077,8435.02508462511,8547.29865214414
"N000221",11274.5202797447,11274.1641135634,11273.9575030347,11273.6419024109,11273.436253318,11273.1539839093
"N000222",1456.48573575108,1400.42838832285,1377.14503237718,1378.92655148418,1380.63990124542,1382.428600101
"N000223",8369.71724092935,8850.84838721286,8333.28435326325,7602.52031636403,7602.30400483126,7602.11857350592
"N000224",6739.96372658057,6719.22369537368,6699.5312772936,6679.41907509636,6660.24062619044,6640.73242040403
"N000225",10664.8631847847,10690.7094841988,10660.6987940429,10762.6147821529,10864.5307697115,10966.4467578707
"N000226",1046.47881805382,954.627569973061,1019.7029930725,1019.69917520269,1019.69537888921,1019.69160390214
"N000227",9651.23813181187,9617.09930753122,9620.43323896013,9625.20428953128,9629.88312860148,9634.65516167868
"N000228",4122.23267413531,4140.5125549208,4103.36472596996,4075.31701883961,4052.70116084585,4018.63716944517
"N000229",4219.15796076607,4219.15796076607,4219.15796076607,4219.15796076607,4219.15796076607,4219.15796076607
"N000230",5009.84419116192,4977.11707365093,4923.57227738022,4889.5358467703,4839.57154084391,4804.75812613134
"N000231",1138.10281996503,1138.06039214509,1138.01714528058,1137.9747577363,1137.9315462657,1137.88919897831
"N000232",4868.07228346624,4868.06185336528,4868.04996904105,4868.03963287446,4868.02796400879,4868.01772417813
"N000233",6284.44223541389,6304.87752729301,6367.94311800704,6402.1137696717,6398.93104293513,6398.42870893394
"N000234",9563.97569583313,9153.03799506811,8850.05076866691,8814.10470629596,8813.99556810926,8813.89117222828
"N000235",7403.047946041,7412.19769193581,7415.15146821975,7403.46862118612,7409.12929789049,7404.13622889344
"N000236",7279.31874301284,7262.78938572656,7250.40731653335,7234.78715784876,7222.68333503445,7207.89670478902
"N000237",7207.18315056969,7186.12198724372,7171.95856866325,7179.80424386587,7189.02584732292,7196.85374381196
"N000238",3764.81898192513,3631.3279010334,3495.81511964438,3431.96123505904,3373.36842431176,3310.77734800022
"N000239",3362.81590071176,3362.14740640959,3361.73949309126,3361.0934853582,3360.68194326978,3360.05687341687
"N000240",3866.37203836319,4100.5683725238,4343.22269137433,4596.6479954761,4861.62463470858,5138.98927477596
"N000241",7208.30414668151,7859.73926636302,8511.17438604452,9162.60950572603,9814.04462540754,10465.479745089
"N000242",2579.32806368243,2579.36667230778,2579.52452376074,2579.63216342225,2579.77289029098,2579.88050394945
"N000243",3995.48319258805,3986.08206545019,3978.55445844155,3969.69466505046,3962.35497616291,3953.98165296727
"N000244",19517.596603096,20393.5373359207,21308.7898847965,22265.1185458948,23264.3667961854,24308.4608470338
"N000245",15225.4688729907,16028.0774632543,16849.3753692967,17688.6375953566,18545.1054013926,19417.9897866176
"N000246",8651.164035811,8651.1944247288,8651.16815897887,8651.20544934563,8651.17178149228,8651.21768221322
"N000247",9303.52942081007,10055.3357450306,10867.8945776351,11746.1152511949,12695.3038151736,13721.1950941112
"N000248",6157.95500740696,6433.32079158703,6721.00013034884,7021.54364993346,7335.52659897984,7663.54994956854
"N000249",18265.0900007802,20501.268722904,23011.2208168936,25828.4641131473,28990.6200002249,32539.9158198241
"N000250",4077.93090138909,4207.93617884082,4337.97941519017,4467.9394666953,4597.69906694253,4727.14501894613
"N000251",3341.59099710782,3599.70849955634,3857.8260079034,4115.94352271305,4374.06104453216,4632.17857392988
"N000252",12374.0813731778,13007.4536334797,13673.2453035751,14373.1157837981,15108.8094115472,15882.1598088223
"N000253",11667.5078014371,12312.3123706532,12986.5129875192,13683.4278495861,14419.8302277477,15195.7936578545
"N000254",10221.5841084317,10221.6029747522,10221.717500834,10221.7412839963,10221.8512697482,10221.8794900005
"N000255",9488.73353722191,9509.08910678082,9462.93593718979,9482.6551418933,9437.24050137653,9456.33739390554
"N000256",10184.1679744615,10673.5975470889,10397.4155042794,10418.7460093634,10440.0797804684,10461.4134108194
"N000257",8671.50859336695,8758.96944741594,8911.05309274398,8890.38922637033,8882.70476768633,8875.44043690206
"N000258",4442.1021694259,4463.09026106931,4482.90598023517,4503.98899099664,4523.72733285809,4544.91775618147
"N000259",7200.00150762785,7281.97885014912,7363.94910668471,7445.91937714504,7527.88963357062,7609.85990469022
"N000260",10395.6448678513,10976.0507434525,11588.79889619,12240.2432764321,12928.2516230289,13659.9356242283
"N000261",3641.17854153493,3684.86658217917,3728.60124432533,3772.42254514167,3816.29148240929,3860.25289782525
"N000262",1996.16746630812,1984.16308060683,1973.7471636975,1962.27329444852,1951.97977242456,1940.95652547378
"N000263",7339.29593464887,7449.29794038032,7558.3635924929,7669.81910049338,7780.39234853692,7893.37919263286
"N000264",3251.3877431736,3291.94021491196,3332.4925754573,3373.04507541614,3413.59742344979,3454.14995883389
"N000265",4265.74470493636,4308.10400140655,4350.43080420233,4392.79534895106,4435.12961837374,4477.49960059239
