"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13"
"N095013",2404.13041048346,2363.92155939269,2333.68342128752,2307.92998921841,2285.81344051806,2265.71575408639,2248.10847841367,2231.74982764217,2215.2138084479,2200.58487689873,2187.91641523582,2174.5722023164,2161.69932809936
"N095014",2313.07343453601,2274.57643757091,2244.62829645253,2219.62287052402,2196.41894303613,2176.00831537539,2158.14347571045,2140.31462256421,2124.60251290752,2109.70081110439,2095.47176328618,2081.80826690607,2068.62520819588
"N095015",3984.63472080393,4025.89170958689,4014.68116598074,3771.13090051015,3630.5553482572,3680.29742842125,3557.402065687,3444.16676586416,3347.09688857431,3437.03795789567,3586.72162411416,3903.86088924492,3252.29163755146
"N095016",4062.22581934934,4096.80590925167,4075.59076269198,3823.7979282892,3679.44559185438,3724.28340622239,3597.17786614721,3474.91788650837,3431.93306732565,3583.38926187151,3620.89077738813,3937.23606935187,3280.99347556814
"N095017",11773.8338156274,11654.8114588116,11543.6049000217,11434.5825530056,11326.2785375267,11218.1962236585,11110.2077982482,11002.3379683478,10894.6730149714,10787.3189921802,10680.3816437439,10573.9567352595,10468.1256680774
"N095018",4189.86133574887,4138.71657143662,4090.25317144988,4044.28511416028,3999.4368111428,3955.39975043841,3910.49443250032,3867.5417342518,3825.14076281365,3783.27313389632,3741.92879163073,3701.10066997934,3658.2349653458
"N095019",1912.55510573843,2362.78913278041,1791.40086760044,2050.70420194049,1716.50731828985,2732.27879958873,2257.88458021701,2365.62945664994,2575.17389346574,5416.16489550142,6075.59303102586,3621.67794132865,2596.77572437976
"N095020",3261.35117792259,3501.34021051104,3117.05222561979,3279.24578506055,2221.67160455191,3077.78732021037,3320.55350013807,3058.57924964959,2107.59082692341,2036.08677191391,4244.38280539416,4239.72497687255,3568.58302454041
"N095021",1911.9749103105,1800.12944490233,1723.35719229834,2068.05088761463,2295.28494726748,2005.91621413964,1711.20182323409,2043.67666583518,2590.74944788972,2516.50560028193,2535.51514565705,1672.12576396859,1338.34450715182
"N095022",2324.79084339611,2465.62330384633,2484.19666915763,2577.35152446712,2416.19253376257,2681.26343511011,2633.51425220356,2632.0827799427,2336.44984390496,2848.88819066165,2933.70662511982,2519.87781899182,2255.85367332934
"N095023",604.296050857226,619.427356604306,608.239625763831,574.609089055743,368.477000492492,596.305718798895,561.054629317181,547.156646007979,298.294814889146,553.325400931138,862.904418390516,731.574282598606,600.744631828798
"N095024",4721.9300577298,5936.91179500612,4859.40842882888,4959.8746577426,4363.13888959205,9945.82968097281,5884.12303548999,5568.28546316414,5256.45664996534,15060.6788880924,16344.0667108993,8864.28407610226,5297.9618749609
"N095025",936.919614074546,1264.73878083434,1506.48404084139,1845.63723331451,2132.43479068455,2502.58586372539,2159.92004726431,2114.717664899,2332.13992831544,2535.50693169676,2527.38368577932,2123.47531229896,1596.20711353133
"N095026",2340.3176801251,2649.22159449454,2673.90161016999,3470.83395225625,3367.23547612811,3977.34479962688,4149.57474881539,4995.95684678952,5319.19728767279,6090.91835365578,8835.03728322052,4568.06754049255,4131.62931068018
"N095027",1641.98172295385,1614.90791427885,1744.0717988863,2063.76499769087,2099.84111056319,2300.9118900645,2574.35111816794,2508.67494418609,2246.40875155139,2148.7043354733,2022.16571204582,1743.87806286774,1649.47648160686
"N095028",2930.00733915969,2725.73648252512,2892.86752433444,3315.05789341354,4103.4513359011,3524.11584164324,3463.10081071616,5529.15700363842,8110.96490765598,6770.55681988357,5344.71500019185,3189.19550421645,2905.17128625634
"N095029",761.808014907898,893.293968316969,784.365402621666,812.402672295474,779.076111722094,1143.10805089315,979.653329668598,931.961311295461,792.374359092121,1199.46884702382,1549.82038098885,965.066340387067,741.726518144383
"N095030",3063.30975150173,3279.71233777332,2889.04328117924,3208.30594274629,3306.61025897602,3791.0366986406,3432.43852131594,3970.9674909777,5861.0675647782,4603.63629596196,5480.25599851221,3982.69419795053,3494.01476576705
"N095031",608.111683910338,693.410094677096,785.570112632491,934.963292486825,1130.66120784062,1312.43422053027,1170.94306159522,1500.46922799048,1626.68099454947,1479.50232873986,1342.6197081562,976.161987463231,896.075753260603
"N095032",3670.66450277964,3423.54453644266,4323.39056774675,4189.6333490768,6197.48967909532,4793.07373332538,4664.58408824,5746.37871147933,7161.59450961721,6831.17302923825,6370.69332043476,4640.52219900454,4508.14643413194
"N095033",1576.96888046988,1492.87494798682,1744.38282165085,1786.4437104066,2699.70609128642,1881.07592355056,1891.54315798816,2425.55220896615,3226.92235313663,3378.68389887073,2119.39396707279,1652.02937076342,1894.78885717076
"N095034",1370.37998470472,1302.64274666092,1419.88333393928,1235.24498896744,1846.56754815408,1601.70607939298,1692.5563956697,1338.28076787271,1530.87363916453,2250.89462221651,1499.9994416911,1217.96486539441,1237.42111514762
"N095035",1052.58734471166,994.111688178339,1102.80649244341,843.197009186953,1899.06832560378,1730.11386442604,1237.43548171434,957.693301759908,917.967482261906,2278.33615104952,1853.4587434584,1210.24245719143,1324.7688950361
"N095036",13034.5929589289,11547.2664005418,10885.7832108735,11321.5583873934,10076.7263094327,9192.85977887331,9711.30308240059,10749.0282255324,11883.61259592,10753.6490385411,9237.79809268593,9460.15894039158,11132.7915343619
"N095037",2862.69693277186,2849.1206798277,2843.15218461267,2821.44506510368,2828.40972564053,2823.71834602072,2807.64267607178,2792.62567941932,2779.21952952124,2769.72144709234,2765.85729727141,2735.18682950855,2728.89068549056
"N095038",3008.16108795011,2983.45727042301,2958.66506370397,2960.96358919558,2945.9959895956,2945.49474148428,2916.75830427445,2895.27343992419,2896.99546581919,2892.50566150121,2883.65486053089,2863.9463035274,2856.65633886169
"N095039",5737.80092069428,5696.76999886168,5659.56955259936,5624.58492050946,5591.41059750459,5559.83570095403,5529.70590255073,5500.88693453201,5474.75276730649,5448.29983385337,5424.51461418912,5399.98324392951,5378.12161094464
"N095040",5738.26602525385,5698.67135531094,5662.12235093149,5628.24090211178,5595.95213766354,5565.02633002016,5535.3259365895,5508.10840919073,5480.67031757034,5454.1712465625,5430.21960760136,5407.2526716552,5383.30531284017
"N095041",6029.53557179875,5959.85712139556,5907.01268039926,5862.02858300937,5823.6902453805,5788.21990333924,5757.12396726496,5727.06273171161,5700.5689683595,5674.12542956468,5648.63614944038,5627.12285150359,5603.94348945042
"N095042",6034.18174295385,5962.9876532388,5908.58679245592,5863.3688500182,5824.88095458842,5787.99821531209,5756.60071997188,5725.20138515301,5698.20800814154,5670.4527815676,5646.5366215271,5623.8595247456,5599.82113005987
"N095043",6033.50644448376,5964.14435952546,5911.3664313818,5866.0629694289,5827.98443702847,5792.96846433187,5761.30101433998,5730.9618894834,5704.64000367933,5678.72404809153,5654.42404579482,5630.48380490222,5607.04924098035
"N095044",5736.12406349181,5697.69752889882,5663.32013142829,5631.72288970434,5601.52432009614,5572.37482248462,5545.32772875573,5517.94838786051,5491.27439219075,5466.8228318608,5441.52039804115,5418.56325883114,5394.45992701469
"N095045",2858.19894650811,2829.88580186721,2808.37175550641,2790.20345711804,2774.13450402442,2759.52437208535,2745.99332673215,2734.06722311705,2722.89713709352,2711.48888997437,2701.42875038017,2691.82102936652,2682.60500883969
"N095046",3166.99846637418,3129.58426254892,3100.13059619081,3075.17465912236,3053.72268539631,3034.25570663512,3016.26421025467,3000.49347080255,2984.61979783918,2969.48519477277,2956.22678794357,2943.59582206684,2930.13510637996
"N095047",2856.9382418338,2828.62417695657,2807.11369445448,2788.94999128824,2772.88588220775,2758.28060836111,2744.75435517811,2732.83252482755,2721.66657867838,2710.26280504833,2700.20657313619,2690.60264774678,2681.39031970992
"N095048",2916.6503164649,2887.42684592463,2865.26692214124,2846.00988510805,2830.04652280606,2815.02789240279,2801.12286775553,2788.8702889619,2777.39708073729,2765.68090233853,2755.35153714681,2745.48823449538,2736.02837881323
"N095049",3121.94967158398,3084.86598750419,3056.25177982406,3031.9006505339,3010.50988101696,2991.39759860884,2974.12205104489,2957.96089873589,2942.86891198861,2928.56804164141,2914.26001364165,2902.26451228038,2889.14581630772
"N095050",3123.33152730526,3086.24875739651,3057.81971600339,3033.0629944613,3011.85218379055,2992.6834584735,2974.96609187894,2959.4345596097,2943.80078424397,2928.8942162945,2915.83476623419,2902.60964888577,2890.13346778835
"N095051",6411.77872504374,6351.23791133007,6304.52553950565,6265.83912155764,6231.64696902588,6201.96899076838,6173.29342755805,6147.99944017922,6124.30032390001,6100.91832130057,6079.74186257485,6058.69704499946,6039.35234009808
"N095052",6868.30731991165,6793.38126216699,6735.95012750088,6689.04810487978,6647.21571938721,6609.57580235778,6574.98894191597,6543.59968205544,6513.51053212461,6486.36496337331,6459.63855917074,6433.00214253128,6408.63937416061
"N095053",1623.80207845392,1520.37820705644,1448.71551916828,1388.14147366684,1339.5906776655,1294.11553275795,1252.91189435459,1218.85805772806,1184.93036304366,1157.43981748535,1128.10007283553,1102.16416684385,1080.16722987243
"N095054",2443.59114497653,2422.20422498479,2403.69308792195,2387.92219394322,2373.52449726303,2359.7496338613,2344.92160754054,2332.40370182212,2318.83177686062,2307.34534328632,2293.74025617401,2282.68983114659,2270.96812953097
"N095055",4679.12147442311,4541.64576675762,4439.55071121581,4353.20351924322,4281.7907638648,4215.2262826914,4154.61641628923,4103.20170215271,4052.85371817257,4003.73368437209,3960.93533100829,3921.22298852804,3876.48471424562
"N095056",2969.921701981,2959.12774572941,2938.15241409723,2911.31514434166,2886.00574444239,2862.22356831764,2841.21477502502,2817.34406993179,2788.62607281404,2762.51310211254,2732.16667935323,2701.67523071586,2650.60298005883
"N095057",2026.94211462526,1910.2999783201,1806.11549019104,1712.26342181116,1628.69174930005,1554.85460853487,1485.41207031132,1424.72994704603,1374.1912050438,1338.91576572662,1317.19563082985,1297.18298934587,1284.77350887898
"N095058",3402.53643074299,3499.20963086733,3338.31725147601,3296.13078815576,3289.01996079553,3294.6101210053,3268.37270106247,3263.90882773855,3262.03479832977,3260.72685469658,3258.0778151542,3256.32821956082,3257.6473715693
"N095059",1344.43572176823,1005.76297060015,1176.47936561,1207.5630350047,970.13933145294,865.462180520335,1027.9191383659,938.020716413454,833.586565763788,809.302451527347,724.256728299186,455.174860287981,327.448677678709
"N095060",8926.93315481731,8860.49430535283,8808.09491089994,8764.55262710498,8726.47823731113,8692.84080135061,8663.52658488128,8634.57312322238,8609.76811902355,8583.99510472661,8561.26058773895,8539.63692496083,8518.9831280264
"N095061",9909.21888653746,11106.6556718071,11078.8957593409,10073.919833419,10049.4214685826,10462.3880486167,10442.7124062894,10595.4413655799,10577.1627381788,9881.21050206149,9863.44830769691,10221.2974962728,10205.2476847916
"N095062",7073.08473383073,6898.66502001219,6858.63000800251,6817.81370449386,6793.6221986569,6844.69469858864,6832.27139689212,6918.41341281127,6912.38006737563,7156.08631585464,7153.26562769439,7206.65444459962,7206.5266038349
"N095063",5970.91429611368,6067.9599908481,6067.23134800956,5866.03466362376,5861.68226772398,6031.43999894317,6032.92759189016,6162.15234447306,6158.6930946333,6265.75761013042,6261.62915752547,6434.73786195256,6434.2759025877
"N095064",12746.7166572901,11777.3679881706,12511.9031128469,13575.1301490426,14248.8947160539,12210.3425234536,12199.0365303035,12993.1158806399,13774.2458481308,12010.8023347257,12364.3436878859,13609.4659859949,14645.1682955852
"N095065",18061.6456905766,16930.2620144668,17798.7286515898,19016.6258868907,19759.3035593599,17355.2908132906,17358.3770592426,18313.2037433216,19298.8359918991,17367.3417322807,17750.7467488256,19226.1397884234,20464.9804564179
"N095066",7433.09210061463,7518.59566176346,7405.58181220057,7209.27550494477,7215.70881235638,7445.93531919076,7400.6613399646,7184.82228147201,7091.98124943898,7291.26950043372,7247.11321888639,7070.44540799054,6914.35611203925
"N095067",13268.4235923574,13232.7803811285,13206.0920015805,13184.3060474762,13164.4826170875,13145.6011434135,13127.1056198588,13106.7418037571,13087.989041967,13068.9685103262,13049.600250151,13029.8348833698,13009.6435406385
"N095068",6829.55443257329,6769.1639608515,6729.66398423511,6696.84252586232,6654.06512743495,6606.22630646018,6564.65206984736,6527.36395077788,6485.62861573044,6442.55012969825,6402.45831277856,6364.75193726023,6326.09208379025
"N095069",6794.49739762333,6730.19786396689,6674.4354972241,6623.08042561935,6573.49885847995,6525.05784339008,6477.39142279711,6431.66902853327,6384.92091521202,6338.34985373132,6293.71410919953,6247.39733333163,6201.07305687834
"N095070",2564.00153450641,2543.11251465103,2524.99847633926,2508.63441056315,2493.23052580872,2478.3035652196,2464.27464481978,2449.64895593792,2436.17546240787,2422.81315335553,2409.65177858534,2396.51666979597,2383.54562699238
"N095071",1818.03537616544,1774.63859626917,1739.20765514096,1711.38119113434,1684.16188461737,1661.03794892303,1636.05944581389,1615.13310246323,1595.12842576634,1575.89961094128,1557.35349282523,1543.46079079884,1526.19845072737
"N095072",1825.93008193722,1785.03759579593,1754.53630731607,1728.32911092051,1706.78782889982,1685.24965272116,1668.96531810915,1650.12696539886,1633.45071457261,1620.56890818106,1606.38350328987,1595.27483851159,1583.09196413509
"N095073",1825.65558633235,1784.66565094787,1753.79818650993,1727.61247489309,1705.79352976511,1684.30041082102,1667.78836255652,1648.99972792819,1636.25850262221,1619.29865993408,1604.93402014072,1593.88708621824,1581.54941753059
"N095074",5077.34278153474,4826.39701858953,4637.90352109745,4482.37357303011,4350.60014028551,4234.80807869166,4135.84300485089,4037.23523070095,3950.58725606956,3866.41399580196,3794.18195007915,3723.70447330734,3654.30940334493
"N095075",21854.2580881107,21397.7613994854,21039.1649828896,20740.0686574439,20471.521420394,20241.4364928082,20028.1956673443,19847.9917426263,19679.4275191794,19496.7667773819,19367.7052273525,19221.0861963968,19078.8966638802
"N095076",118.315798388446,35.5847357391575,1.36259991713905,57.5425040842008,13.7718198172915,-747.856234976567,17238.2361191874,1516522.08696329,38797460.7715934,2063759428.00359,57803781796.9838,3441835307805.9,202993622808253
"N095077",2685.99455079198,2303.0877309368,2047.23556515686,1854.65425753539,1689.40984036692,1559.61790354389,1456.66635091741,1363.5027609148,1280.64114929717,1193.81530554469,1147.5867337171,1092.56896265635,1005.87298846261
"N095078",2402.89658364513,2112.55419609332,1904.56071804046,1736.826076247,1601.26543533656,1488.0463402236,1397.02501137988,1310.23293998457,1220.91599611613,1175.39242423655,1126.62483421177,1071.52190994282,1004.66884138543
"N095079",1371.74161002589,1257.57920968173,1199.81611052391,1218.52367630118,1186.60588758049,1162.97180151595,1122.92690295272,1092.27292034654,1089.91183601351,1079.39815302226,1069.55965105011,1084.60244199836,1108.15717167283
"N095080",1306.56708008675,1230.31276876859,1263.17094301722,1239.1751292472,1220.20036232361,1186.77795453624,1147.28393412272,1155.47435824462,1137.95615634956,1125.63453013172,1142.08894556185,1165.45675959089,1205.63516473121
"N095081",22671.5487136452,22157.2763246314,21762.1613830603,21450.3416682427,21176.622338655,20944.8916493849,20732.8629722921,20535.0888957611,20368.9935908812,20213.096793356,20065.1983132972,19923.5892966533,19786.9114694103
"N095082",4322.5114913004,4270.62298788159,4221.22518150454,4173.89271076736,4129.66292003097,4087.68143930435,4047.79827127641,4009.83562293595,3973.60550486994,3938.92198606695,3907.6484717589,3875.67620946501,3847.06124045652
"N095083",5885.87323336127,5834.9502291509,5792.17857818486,5757.09720662454,5725.59517352275,5697.74558400113,5672.05798893692,5649.32428771295,5626.87852692283,5606.1090839271,5587.03218963793,5569.39774504133,5551.40359102238
"N095084",5876.41746557947,5819.14181090842,5806.33299493889,5802.56048287945,5787.8609807878,5778.38925406941,5756.30915287425,5761.54798113326,5744.73855188971,5746.25348473492,5739.76993693208,5756.05152039432,5739.7997649376
"N095085",16911.323696055,16670.1602793697,16437.3587941042,16209.8013280313,15983.5598710727,15768.0464865937,15559.6727601041,15358.4025293124,15163.9558242596,14975.8988457444,14803.4728692225,14627.3628331276,14467.2585942148
"N095086",16876.6294172695,16646.6770191944,16421.7746700059,16196.745712459,15979.6766433147,15768.1318601959,15562.5167270957,15362.9247772527,15169.2195680139,14990.2154481297,14808.1052364074,14641.4202867954,14469.093545016
"N095087",1071.70457407429,1055.62898291446,1045.86938883473,1031.30214505697,1034.88781155072,1019.50620325609,1017.234503624,1014.13837685195,1008.05285541682,1007.15548122144,1003.90565808227,1002.94535539989,993.397155547773
"N095088",11731.7282766631,11686.5196112583,11650.9544014239,11620.923233148,11592.9817508444,11569.7112949742,11548.7835328008,11532.0092399385,11514.6695279265,11498.6470801796,11483.7506481572,11469.8281684519,11459.5783373232
"N095089",1134.75115249866,1121.50875640534,1110.06505043165,1100.53666533274,1090.69665067498,1082.92865750482,1075.30614840427,1067.07023484248,1060.18210738552,1054.65175320595,1047.66657715041,1042.65326408751,1035.8691898376
"N095090",1784.90406581254,1769.40831610766,1757.05238677541,1746.85711447459,1737.88791485749,1729.79353446629,1722.87596477112,1715.98582724485,1710.0899411129,1703.97186029038,1698.77524060859,1693.86599086038,1689.205809774
"N095091",19117.9635657463,19023.3860960099,18939.4810741587,18866.8573041256,18800.3319970922,18734.1081958926,18675.9071418542,18620.8785293016,18568.5090359267,18518.4002755428,18470.2360021064,18423.7604061643,18378.763243216
"N095092",21484.2539608281,21414.5793436607,21486.86800567,21592.301335867,21605.7797848696,21804.8291397894,21657.2685241582,21884.3225300568,21610.8885091143,21400.1022892063,21003.5061744326,20910.4771293324,20302.3088140081
"N095093",1719.34293648411,1708.48791486512,1699.4242421537,1699.04363450127,1705.11415900953,1706.70767848424,1699.14177278732,1695.12753203976,1700.35511630796,1703.89056895883,1696.56120472832,1692.15170881952,1697.60482949794
"N095094",1719.66960089957,1694.14980714466,1672.20947700051,1653.49380911791,1636.36922789027,1621.99257909106,1609.14359469018,1595.57014430309,1584.13021632875,1572.87764856971,1564.40945842781,1554.60978431149,1544.17147170114
"N095095",1548.45000447819,1522.74787200297,1501.04941415063,1483.16963896012,1467.58326252428,1452.84391180213,1439.45703981664,1428.20380455637,1416.7564809201,1407.87001757563,1397.297623838,1387.69095447656,1378.73098797323
"N095096",11237.6250393576,11279.5461415718,11195.4473059014,11235.4668183693,11317.290242902,11335.9866016308,11292.3363859187,11318.3406951639,11350.2084329303,11389.5860542452,11393.5478421451,11387.9400914269,11401.4208802183
"N095097",476.306450982946,474.822580880996,452.961494346774,453.413113405948,446.323672633343,444.495807437023,424.853874822604,421.287116104308,412.391802873863,420.274841274375,413.445692930581,396.95974680595,387.091865528692
"N095098",564.549852206257,559.062836296618,554.332859298601,549.888175846582,545.149123999026,541.289799773755,537.497058837347,533.658032529953,530.194629785773,527.148443594383,524.056694565734,521.781386713418,518.938102507722
"N095099",14884.4302598983,14767.6730804062,14667.5211983071,14575.4725379758,14488.2336797316,14404.094953757,14323.0517854722,14245.6384715989,14169.0906758819,14094.5918380422,14022.0288499325,13949.1010959842,13878.2803488301
"N095100",11016.612878101,10963.4123606403,10917.2999106876,10873.1689820787,10833.9414067783,10797.1019587596,10762.1910003653,10728.871688962,10696.8887595749,10666.0435073312,10636.1778164509,10607.1635379748,10578.8951808008
"N095101",9734.22587911153,9762.14204851428,9696.66147070255,9741.09689331972,9810.05848780477,9836.00727529791,9783.7384798173,9784.20397891164,9805.61542412737,9843.5199963638,9862.87439016892,9851.42818599373,9850.46404144339
"N095102",15464.946254865,15400.6741075701,15349.5416083084,15306.0061863598,15265.1385242047,15231.0803866347,15200.3583839813,15172.3528350372,15146.6065333519,15122.7710390164,15104.536223015,15083.9211845125,15064.5441657189
"N095103",3901.12877290226,3861.84321479469,3828.99931952424,3801.04912746723,3774.74510051085,3752.7733209804,3731.2150869545,3710.88928565343,3691.56119218481,3674.62321450297,3658.51754811571,3641.42248249848,3626.59548575596
"N095104",1010.0342214128,1000.77177804954,992.667500880989,985.29726647827,978.23987330303,971.852083847396,964.983011880309,958.586472711687,952.624900835812,946.641310921344,940.69164912572,934.777955123456,929.043883028638
"N095105",9017.00961963048,8957.82645914519,8912.4926162868,8875.2197861344,8841.17422431624,8811.44311417694,8784.0485325901,8758.46060571991,8734.31393558307,8711.34436498892,8689.35386912349,8668.18966062469,8647.73105910239
"N095106",2131.89681450004,2119.75156420983,2107.92719938077,2106.0905788594,2110.6283904672,2110.27327247333,2100.96145928806,2096.71722199717,2101.21721193284,2103.35055041769,2094.83834309315,2089.58892048321,2094.07102701395
"N095107",23550.1256486562,23457.9675845656,23389.0797030013,23329.2144133481,23278.8207362085,23233.3650884758,23191.4543348874,23152.178967684,23114.9098319355,23079.1925954709,23049.2035352541,23015.9006208985,22983.3434235596
"N095108",15813.2455170826,15805.1405574942,15798.2845271036,15794.0424879382,15791.1657013099,15788.2078953307,15787.3285436029,15787.2574858972,15786.5002330117,15787.6903894379,15789.4300307424,15790.1081776014,15792.7323395322
"N095109",14055.6891463875,14045.8141824144,14038.816887715,14032.3704155482,14028.1826282706,14025.0549286654,14021.5751054646,14020.0475529815,14019.1892361844,14017.5018392886,14017.7031395942,14018.3759380619,14017.9010265994
"N095110",7229.37862924169,7176.40313144477,7128.93295246238,7135.46982176093,7137.30875674524,7108.80865903324,7127.43489280963,7101.27680188167,7106.16329700385,7118.63167578719,7098.78489490034,7121.33092357525,7063.23328316987
"N095111",1048.38912795728,1036.21621600053,1027.07119240747,1012.37372754866,1016.08958200027,1008.53611103026,1006.92872058895,1000.79054245169,998.290074109189,995.791372328198,994.153619411667,993.916054489258,979.808669139849
"N095112",9277.65437931287,9252.92829881975,9232.85979467366,9215.94876464355,9201.33553287337,9188.47447691105,9176.99439145015,9166.6296399731,9157.18266342205,9148.50199751531,9140.46862199524,9135.12847495344,9128.20814767259
"N095113",580.969482672076,547.564784027421,505.90607626068,481.311469079704,459.219943843206,438.533793144243,400.573323425031,384.689343855075,373.014597295436,362.00216619026,340.417351196183,326.983122318218,314.407741772859
"N095114",10152.3950163142,10025.6567379752,9925.87982787782,9839.95299799101,9762.88999200264,9695.4174243413,9633.02331608023,9575.64906893274,9522.96751043431,9469.74512268782,9419.40105340396,9376.38679624222,9330.93546681762
"N095115",10846.3393550167,10774.7657301768,10711.8667561379,10654.9081300112,10605.0308501228,10555.954693915,10512.6108359586,10471.7420116431,10432.9522696947,10392.3437330695,10356.7106217382,10322.4211654393,10289.3155205331
"N095116",13478.0432203446,13447.4808229611,13443.6409876845,13570.8233124288,13610.7101762363,13747.3673441479,13635.472165012,13863.6964474086,13687.5612164871,13661.3736190452,13340.5292405587,13330.7427326024,12922.2146567177
"N095117",6758.77226473157,6635.58003366626,6543.66956412065,6465.91707313073,6399.36270551465,6339.02777677011,6283.19624465063,6234.13807477117,6184.55459929726,6140.83725345807,6099.17732687414,6059.2402467565,6020.76201227328
"N095118",1717.43698225774,1704.44305673871,1691.90434472041,1688.98636067476,1693.92495109904,1693.47422891918,1683.71212598054,1678.19774942386,1682.97306419902,1685.57683183628,1676.19477522091,1670.22066022052,1674.84320959668
"N095119",956.527849059876,940.267942893907,926.285578597995,915.083528591523,904.605500078575,894.680797733895,886.363898031496,878.046465279511,870.220658951834,863.015639072463,857.334746888933,850.397389176237,845.087072698894
"N095120",804.42531547354,788.692424208683,775.953040208998,764.781458989386,754.807378746098,745.195245983998,737.129878373686,728.973626586797,722.157202912619,715.764875001792,709.544849452409,704.525226636985,697.69820187307
"N095121",10271.9808807427,10325.2191440322,10251.5980750733,10304.4379268307,10389.4412081475,10417.330568312,10370.0429907324,10408.7572966533,10447.6804164119,10488.8709342388,10492.9889906891,10477.6080695943,10506.3273976051
"N095122",325.496522788006,322.206325806298,319.493137763907,316.998166649072,313.685743729412,312.00779649676,309.848586443965,307.387223345172,305.080555513567,303.194727440744,300.833835674796,299.728330971688,298.264643633766
"N095123",428.070939491861,424.104460662915,420.35496696303,417.552109349134,414.034515429184,411.191056031599,407.804129852602,405.968529466082,403.336492056683,400.988863870137,397.544504233081,395.631517606346,393.932637610857
"N095124",8359.76493982488,8308.57174521666,8264.99145036959,8226.25896027139,8190.15551470947,8155.85035771223,8122.85655441903,8089.751198362,8059.65710511677,8029.08956673658,7999.04962947517,7969.45396352547,7940.23831805538
"N095125",10451.6915011629,10401.6236545373,10354.9016776999,10313.7935554769,10275.6301944623,10237.3607718662,10203.2777292049,10170.773897712,10139.6022441161,10109.5693036629,10080.5203488515,10052.3294353095,10024.8925001746
"N095126",9451.60482192013,9470.69653991705,9406.36212554538,9446.7367918007,9510.57547627293,9529.4839530248,9479.90731355354,9490.72475439221,9518.69017889169,9554.31071365346,9570.44717587926,9551.78118168789,9556.71553405022
"N095127",10695.1457072358,10655.2333160199,10619.7841363457,10590.2314676013,10563.9367336136,10540.1855216303,10518.4830549492,10498.4702898899,10479.8771492801,10462.4945973589,10446.1570412584,10430.7307475929,10419.1200972805
"N095128",3401.07586893215,3360.39573867586,3326.01964844423,3296.6715094315,3271.28456282325,3248.09462402231,3226.57472968185,3206.36836656569,3187.221535791,3168.94603193289,3151.39803251815,3136.19870354288,3119.85869759395
"N095129",990.801441232642,981.673271929086,973.75848643463,966.256158463531,959.135733542811,952.655776537971,945.883988853784,939.455717324504,933.266079186507,927.278896740261,921.341721409684,915.14268364017,909.379089599803
