"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48"
"N099603",54939.3766582324,50823.0498212921,47397.7603025273,44903.2812430938,43129.8305354531,42023.1055267486,41656.0436217842,42371.6865912225,43596.1010254823,44495.0941927623,47313.4747204442,51017.7262952331,55198.5504684545,59297.6079580579,62942.6665054006,66097.863676205,68385.6674381672,69696.9099474722,70202.3975885393,69941.1331028284,68760.1868787774,66269.3173147312,63907.1596377472,61859.1161299394,57830.7172449056,53414.2844839265,49604.6787984413,46768.7853328944,44710.9979962475,43355.0620994844,42811.6754690748,43377.0583572184,44464.0695031075,45266.1959717882,48029.4558915078,51676.441114864,55793.4440689752,59901.4946481188,63519.3637097867,66673.7026155138,68964.6874385492,70275.1727372501,70776.316144335,70502.4255980622,69306.3240803051,66786.4052595313,64419.9684042566,62353.374966965
"N099604",29553.0843668761,27197.5193366787,25837.5656012452,24770.4652586237,24146.9586826277,23938.1798142055,24582.7502066005,25765.5323195167,27449.7245135342,29744.7254934719,32650.4094234743,35609.1997753112,38209.0703356782,40152.1889016171,41709.6437351699,42142.6642550352,42161.8651040771,41717.4444745957,40881.0556087327,39216.6405555489,37920.4677321096,37018.6948422907,35978.3663210007,33831.4144243534,31013.2591465906,28476.4286854059,26767.2800721954,25569.1023501398,24784.0238125587,24545.794852553,25122.1445850854,26220.0579231063,27502.5297604374,29941.5647911333,33010.6055387183,35947.5846463764,38498.7852101363,40397.8647080071,41695.5417737944,42157.459567792,42186.247883391,41744.7008814043,41002.1238387675,39738.9687376588,38338.2546528552,37511.0466083278,36232.3022260317,34061.4430282217
"N099605",2151.31078182302,2009.0550736376,1921.18042053106,1861.1177297609,1835.6603857002,1842.30054391532,1910.45688571335,2018.85331795445,2120.07978191316,2318.68963846281,2554.9631782601,2787.40059323476,2979.8041349958,3116.00833002479,3206.61925095716,3238.96880012008,3243.23927749028,3212.11684233466,3137.83063014693,3027.10967698643,2904.20851497219,2851.84600392762,2757.09407890535,2576.18032559521,2376.53746632973,2191.98752715295,2065.95718772849,1974.29843579028,1923.54202950487,1910.66619678297,1964.27372366012,2062.01911446348,2153.15820141586,2343.46404197696,2575.9817717377,2802.66126322176,2993.50904484673,3130.13587491618,3218.20019595553,3246.39492195166,3251.37306931201,3219.39042519629,3146.81434556915,3031.61902238788,2907.97994950417,2854.2260220283,2758.63956251497,2578.65987826072
"N099606",6299.80716453658,5874.45201547073,5612.016281799,5454.91712773121,5369.04466327555,5379.51340878375,5550.58888261216,5861.62379780438,6170.03553441001,6770.13939444707,7525.97060435209,8286.95950914646,8921.98068966201,9431.51853772325,9739.11049939817,9865.82168498146,9870.04078614229,9799.39066261653,9624.84596001138,9310.86755418472,8920.50090637098,8637.86068061061,8275.39957692185,7702.67802001658,7042.72037123644,6443.10082537529,6028.21526153562,5756.78961417052,5567.6128144902,5518.44777634134,5641.57606303646,5931.2713356669,6203.81867729121,6799.91544924759,7551.22890635193,8307.36603007592,8918.65584522532,9435.62991778173,9740.57553976974,9857.7386562049,9876.1081227601,9805.86514334795,9626.05439215821,9301.54047467542,8919.93254382012,8638.41667708293,8282.67246378578,7697.52123071483
"N099607",16024.3821459501,14546.2261166827,13591.1175838497,12941.4391641532,12541.3592088482,12425.1125414925,12728.3494474112,13346.6918433129,14118.9134799539,15747.3825079164,17777.0486581219,19657.6674309911,21261.0813211214,22420.4470653558,23198.6303446989,23598.8038858074,23643.1618923269,23490.2506942231,23110.693294825,22399.3387345962,21557.9823076852,21112.3320608585,20386.2818506903,19207.8213780389,17688.0223205448,15966.5509265762,14866.9250766909,14118.095244715,13643.5383004892,13476.9883759622,13755.1795835507,14416.8951156003,15210.9913283698,16916.5490226449,19091.4924623971,21080.2350471469,22767.2626114754,23947.6596794755,24775.9739452643,25150.4261725094,25173.8811660844,24997.6445151258,24534.5999841863,23797.3320812465,22875.696247321,22372.0174470281,21572.161052101,20327.6112001886
"N099608",688.069892449968,684.75753328234,669.780143312071,652.600767390926,640.891383178587,634.715838198338,630.632541248207,630.19541069465,630.684272867231,632.022408343872,642.958051444871,656.665200362301,668.979764731199,683.566639465379,695.716123396758,707.619511766248,724.213038348306,738.046692907277,747.15731165196,753.850476670015,756.719585692633,753.030458138413,740.128888944925,726.18690062381,713.363066835264,706.829283217608,690.249170824794,672.13092622988,659.276632679183,651.572432681552,646.322073334428,644.860540090752,644.031813940926,644.190382372036,654.668922316478,667.577789045599,679.622812872901,693.425146896459,705.428709500812,717.485818399285,732.149082689617,743.161560670521,750.479057117405,755.968677393675,758.413928197711,754.501196378927,742.197139771845,728.211579018465
"N099609",250.516690599145,238.667171311415,230.783655540826,224.23282915184,220.319322757556,221.248465268438,228.968356275081,242.073646645479,252.605413741493,270.045625972354,293.364851422923,318.029882196032,343.115113184362,367.267182359719,383.950144418747,397.013106456245,401.82601943486,403.232931429843,397.272303774965,390.821839428241,378.677141544977,370.892132433575,360.253403247494,335.509389962539,308.563776739626,284.463672482742,266.551003188015,253.123781118689,243.314488545221,240.232890849001,244.944374145256,255.529334304146,264.137216113478,279.588299251548,301.25736530882,325.169874213381,349.20955759498,372.334340964607,388.906656142002,401.057166181618,405.671199428378,406.28104308741,400.35658399512,393.278619956395,381.299343370515,373.44150560636,362.363256322247,337.732751396718
"N099610",398.116818706899,408.038204811336,425.557985375544,477.823527979656,539.55041341901,602.506960302663,666.567408612044,724.054369693534,776.973612843487,826.9255212734,861.950534472483,886.962033144816,892.256750976942,880.731049176979,854.411821567967,810.706880869149,782.876898549572,738.693007185022,678.478499773922,626.127766215794,583.444356879637,549.393216492371,524.031112170639,507.459126858301,498.014795702168,499.320005162243,505.430291898837,547.993065361708,598.819362465033,652.80911939611,709.517481853841,760.426319325026,806.228951381049,852.543368975691,883.604513309759,905.410272216362,908.182073310967,893.913479430034,865.221276599468,820.074328543296,790.532796082927,746.07532102116,684.704491361959,631.779096353673,588.683338891609,553.919023557969,528.9575456442,510.149115100525
"N099611",2716.97330009775,2632.62564057711,2480.20052520579,2353.0015626643,2277.76689496458,2223.13988906028,2184.10142160302,2168.48770804114,2191.21542909545,2251.83425644545,2343.07159474557,2433.44556699936,2505.76751311226,2558.00558363729,2609.61685075269,2649.5472755461,2695.34951447741,2748.7702566337,2800.06826719152,2837.37532379821,2872.47969522143,2890.3523814426,2865.22465445545,2801.72426318438,2744.27724473679,2636.66368160183,2469.04563502392,2328.34868679754,2244.21944527914,2184.14593794149,2141.04745017141,2120.70605405122,2142.04252707639,2200.67592548345,2291.05487757093,2379.15990610565,2451.34949012317,2505.28670228206,2560.96389168933,2600.96834590461,2648.08924982032,2703.91159617346,2754.00542325975,2793.51883357603,2832.10175704488,2847.83259392778,2829.37002678784,2769.78788268738
"N099612",18356.6101888816,17420.1876337045,17014.598739688,16888.8066470782,16790.7654386627,16857.6364149172,17096.2383582963,17728.8640811554,18861.151116435,19992.7999075668,20965.1332844496,21883.9166340386,22604.2026978506,23116.1066506937,23582.782184455,23861.7031961911,24065.1288864656,24270.1346666729,24340.8639449866,24047.169768168,23554.9741698939,23320.7498570462,22644.7309074521,21064.9995384916,19548.5458742309,18558.3138339545,18077.9880697696,17867.5039610209,17738.7431177944,17747.5617431378,17983.7032203013,18576.9200133095,19531.9018565789,20491.1584527653,21304.1207665032,22050.4103262747,22638.2466767728,23015.3841480215,23398.8780527934,23626.0454188265,23796.3735108411,23980.4490235722,24003.1175576478,23686.7009234821,23194.217470774,23002.0986167254,22378.8464334724,20886.5784400766
"N099613",1981.07650595532,1859.34429294899,1760.29587254805,1696.39762919662,1655.32943983929,1651.92490726043,1717.13422325764,1788.62781593994,1866.29295521367,1990.20278078392,2152.10060759156,2318.85517188737,2471.12755825587,2599.61193507589,2684.77453386609,2729.81072890414,2739.83877725224,2723.77217190128,2677.10398318247,2604.54167728442,2499.16012692121,2404.40586936019,2353.26030549022,2227.32902392889,2057.0598122346,1902.96976790795,1781.25222249627,1702.87718279941,1652.79900008985,1642.12842817927,1704.97614051095,1772.19858728969,1852.23790638467,1977.75531651373,2138.50459982599,2308.51930210792,2463.77561286304,2593.58995661423,2678.57015311666,2726.12199357944,2739.59882327206,2725.09488187706,2678.2456598781,2602.3030442671,2502.7673159644,2402.34621989438,2355.41376196414,2232.27556003935
"N099614",4437.55059723853,4327.15923541131,4083.58100763728,3788.29063899847,3495.61612319376,3293.93235262844,3153.15376805273,3078.82826344663,3078.00136758068,3179.35554006759,3322.82912656857,3555.45127017632,3803.06463913595,4048.22192988833,4288.06300430508,4496.62403728445,4666.19447851106,4839.87637767669,4992.52150053617,5086.46014651022,5130.96013659393,5070.25891210851,4857.46173650155,4624.25283738958,4566.28307600199,4429.6019271248,4157.46328875847,3853.03245084112,3557.42752271846,3351.63203207306,3209.35249660318,3125.81408694927,3123.35947827516,3210.34663483448,3344.79716006056,3564.03860347178,3811.01992627814,4049.87666528994,4278.91535329723,4477.74945449241,4637.30969231936,4784.19681178439,4916.06104929742,5002.2089787302,5041.07995956705,4980.47093753876,4793.51646898161,4588.03685633861
"N099615",4880.9335367883,4548.6169265029,4323.30489984544,4176.27372779046,4093.7519032453,4079.52308705321,4182.82059590435,4370.68459751846,4571.07712777196,4890.90956792334,5270.39035870947,5616.29531310419,5950.7461271011,6243.49614910473,6478.2754484394,6661.97425123282,6765.0046499787,6807.08121850519,6807.15461273293,6712.16905125368,6545.65113622429,6343.64762965314,6213.30744729229,5923.10749758338,5536.16071052802,5159.43116584729,4878.7145177903,4669.74177031334,4532.20924464862,4465.19548016331,4526.24960241837,4674.10886831177,4841.40734136376,5134.77871194129,5491.333345128,5812.94327700322,6134.89413767156,6405.31704585219,6624.22160428658,6800.60635789745,6891.28872501435,6928.83172939218,6921.65382801464,6814.79801186475,6646.21207827414,6431.6778323317,6307.24984289281,6002.63011641309
"N099616",113936.984823977,108349.304614819,103992.208351492,100972.682362639,99121.4821738113,99144.2997390633,101578.62309966,105492.180722094,110843.930083586,116439.448320324,122150.063343974,128619.969271663,134269.163084032,138798.238454123,142372.255056181,144774.396174195,146180.008610746,146943.715845902,146782.131688815,144988.128647797,140928.58358177,137275.916724403,134196.260859066,127489.274668938,120153.430496139,113834.858553693,109020.02248806,105811.710354583,103636.334731133,103316.790171763,105102.456640183,108042.96057229,112396.295530158,117529.20228581,122941.895504276,129037.815487627,134110.752092611,138522.518623169,141855.106224933,144263.433632546,145903.304955237,147139.817334132,147040.41011971,144940.447462981,141013.628718866,137335.817107193,134659.619757228,128368.848137731
"N099617",100331.185127791,93171.3915779009,88086.9536818703,84665.8392961018,82722.6569934146,82117.1010835327,83449.7147606289,86843.3940195301,91153.2823133313,97235.5796900927,103934.118374002,110677.220608897,117008.842330391,122376.98258851,126750.182001687,130403.634735478,132862.900039485,134179.040850518,134770.43643939,133860.315702414,131378.245859629,127508.462398527,124741.69692101,120891.24374584,113229.655636192,105715.334999015,100115.017808771,96293.6689823972,94003.4705449395,93049.8508463068,93997.4581273347,96998.379450384,101056.901565689,107023.772117478,114006.166219396,120755.03616518,127166.864454267,132573.994787653,137039.471889252,140720.227030042,143295.09008354,144761.525173452,145484.509497973,144941.220552965,142815.657048655,139214.178778049,136805.496332755,133112.071407523
"N099618",92651.3898808892,86103.5785983353,81409.8308454422,78138.4602240534,76296.0374764624,75661.6353189325,76878.8707156793,80072.4070589715,84111.784953773,89716.4386911784,95854.6189420457,102069.046026883,107898.389611568,112776.508939788,116722.677193047,120109.3553035,122323.628519979,123455.939900976,123839.451709529,122946.757922494,120564.124401477,116776.817013505,114152.627632111,110457.733818428,103262.688729088,96319.6745263708,91203.6666015943,87681.9009464246,85582.8098335236,84775.776796798,85801.8645527253,88715.8502595841,92628.2350638482,98360.2677417525,104910.992962502,111435.405648936,117520.023786928,122694.546856351,127054.85165841,130623.984930885,133145.818169113,134698.908267037,135522.250159289,135076.632667816,133227.401605235,130107.36983526,128046.178041735,124763.645646456
"N099619",6233.83537149975,6026.89243486222,5662.24758383975,5273.06876868595,4948.19915080861,4690.02314290411,4526.88757241825,4378.94841756187,4354.83100687644,4335.29996811623,4350.39680257106,4641.18598578899,5038.29238307802,5457.11559492732,5855.09085681041,6235.17528748992,6561.33383710214,6826.162931344,7070.70898399416,7247.98616659853,7334.55140458286,7323.3427827681,7190.61470257707,6901.10572596097,6835.06501078606,6561.54967933625,6133.6851777924,5689.10252009715,5321.1391278299,5029.0753007846,4839.83641048213,4672.54583934173,4638.217018175,4611.25590258071,4620.45404586974,4921.64124135953,5334.0019875747,5771.64301474623,6185.3920712734,6577.88686758621,6916.44122669404,7188.03897745952,7439.11584188556,7617.09555169088,7702.45000364068,7685.39571986036,7539.16509592401,7232.64051623481
"N099620",49514.0131559146,47913.5897494086,45079.1581943884,42010.4404266687,39729.0549226093,38273.0109517586,37443.6075657445,37240.7198067981,37789.3013853999,38910.2916249977,40889.0524068215,43755.126484325,46358.236870452,48558.0740172756,50582.124869847,52274.806453747,53831.1523872618,55052.0974093996,56093.8478096476,56804.4342741704,57164.0335198982,56896.44466472,55876.8475324244,54478.2411544183,53329.8334950046,51274.5139674174,48044.0164344128,44600.8745060293,41992.7186802849,40357.9291727611,39393.305685345,39043.5965287864,39529.3634407902,40664.7367636082,42686.2627443045,45627.1552919531,48294.8731647454,50577.0759577375,52594.9009837597,54337.2925322808,55947.5316998286,57123.5338659351,58183.8663411091,58979.8136820875,59244.4510594133,58970.255837093,57923.0577138857,56368.5196744325
"N099621",1395.89574865626,1345.15697654675,1263.88414572081,1210.15656893595,1176.99521310075,1160.18384137565,1153.78370130081,1165.12613833105,1190.45477481375,1236.6695337434,1308.21914843469,1372.00491341509,1418.03945175464,1462.82042953991,1494.2588741063,1518.65537652981,1543.74629901001,1562.40211228032,1578.14551154019,1589.46840761681,1583.10602188098,1569.82481372226,1544.93645549593,1514.26931461245,1499.33803001595,1435.13548231235,1340.74772074014,1275.57110404094,1230.80156651838,1205.05277255641,1190.70552852657,1195.37029965325,1214.75353674727,1256.31615343338,1324.87491997968,1385.68377008536,1428.18220496836,1470.92042467967,1500.86612740298,1524.37163959798,1547.45439729869,1565.46594882118,1581.05834462916,1591.51690971783,1583.62187289664,1570.78397173857,1545.48474717605,1515.30740674399
"N099622",24450.7761041827,22935.7849536804,21919.6003183641,21247.910136643,20883.4236587897,20858.1506949317,21316.4469993598,22335.1398498383,24010.4884531855,25590.0044986203,26980.4609801449,28199.5880810544,29121.6606174444,29810.4265513147,30425.6930247411,30840.4360706973,31152.1591045298,31349.1809491891,31246.2130025602,30661.7324398288,29906.6024942676,29481.3687931419,29064.5506641471,27554.5310783437,25790.6552559658,24282.5134611864,23211.8651632271,22484.393644288,22014.9451099133,21895.1947748145,22220.1484563675,23071.4905050399,24560.6183864233,25976.1062219266,27149.2672111432,28200.215961664,28940.7989996621,29506.3696806709,30010.3739314811,30351.1157480764,30624.1359090549,30805.9564327034,30707.3426267033,30095.166798065,29404.3874032274,28979.8945844459,28592.4068861764,27267.1625056728
