"","f1","f2","f3","f4","f5","f6","f7","f8"
"N023019",5914.65793998394,5991.43652274726,6080.37551623753,6175.69838274,6238.78898016909,6294.96841050605,6345.29726719755,6391.39349594796
"N023020",6449.50972091458,6513.40606842285,6561.95003382628,6603.28590743407,6639.86528399932,6672.74811545965,6703.10766959133,6732.00878456359
"N023021",10029.8606209004,10189.5529479995,10302.4790823509,10467.7995522105,10569.3974936817,10660.1141331906,10738.813537335,10810.7340064573
"N023022",5438.87402704127,5393.91861343922,5454.55700098821,5486.17482085448,5558.87356000669,5614.11486657589,5653.0184198381,5676.72840901316
"N023023",6042.17632757098,5973.45474011673,6143.91316241703,6253.13223174135,6203.64953726931,6111.6848695552,6269.20473647255,6368.77417189441
"N023024",2369.53157957558,2382.01284235123,2425.6659721697,2426.09638136351,2414.11290139227,2415.44370820738,2453.54450333082,2450.55691759382
"N023025",1386.42231550374,1394.11536814817,1411.36943057167,1402.68432238222,1386.35436559927,1392.01307025857,1405.58415496086,1397.12039238359
"N023026",8426.1215157769,7764.71736878267,8574.14058005543,9796.5362410674,8428.85129845066,7781.81259574402,8592.47831755983,9824.71379950887
"N023027",9488.53804910349,9598.39660252799,9725.91446376294,9793.54039374788,9733.06082494797,9648.36752273115,9873.78354267419,10028.8378973475
"N023028",5353.12904874886,5415.05473928819,5359.25349544794,5351.60635003219,5603.72850974448,5644.83153618511,5576.28497096776,5559.34648546043
"N023029",2021.24300438759,2014.76730722559,1983.77109365223,1974.30914912828,2058.07026421193,2045.60360272946,2007.4877526825,2009.3932912878
"N023030",3185.00829050698,3199.96641902828,3151.16428058412,3160.33581678596,3221.22447363089,3232.30872869292,3180.17123219337,3187.10982733216
"N023031",2555.15452203586,2594.03317001649,2571.81971983196,2558.09655581885,2579.85789467453,2602.93073931927,2583.77408556235,2585.91378362873
"N023032",4965.78953472875,4940.89727120213,4929.78371757619,4957.66304419113,5104.98214603054,5076.96953970524,5076.02275839117,5105.26651975186
"N023033",8383.50872192964,8421.87051776521,8459.06723914509,8496.12327161848,8531.87064008052,8568.10677908201,8604.05771225175,8638.70020727759
"N023034",7335.91512270454,7410.55205146759,7463.08258719458,7474.98827322354,7586.15710482925,7578.96412709366,7646.39309376225,7696.54870469634
"N023035",10417.7718832566,10511.0412716591,10567.5638518014,10623.0802790173,10678.8647488075,10733.7006239544,10786.787622321,10841.3252942515
"N023036",9276.46654795426,9316.3213581945,9354.51432669086,9395.7021645958,9432.02385208931,9469.56458510207,9508.9843935278,9545.02570441179
"N023037",4697.41713716902,4739.03405283067,4778.18130805938,4816.15937326423,4855.18961046872,4891.78133760592,4927.00958481232,4962.43210328805
"N023038",6823.73588001256,6858.02707096479,6895.61493192431,6929.81300663449,6968.56054647128,7004.88328035474,7045.47648042246,7085.40064465001
"N023039",6032.63138654997,6143.49167074454,6645.22868839914,6593.27066837053,6265.96689778081,6361.96253743111,6842.95421338208,6819.25388874906
"N023040",5361.23299818248,5450.30797543546,5455.6151286832,5465.26071320871,5570.25248398456,5647.17375810292,5644.15682495974,5649.85931000744
"N023041",1950.57227154989,1968.9145062532,1986.79070688032,2002.9500148939,2020.48745824131,2036.91245136538,2053.16580776639,2068.20387524067
"N023042",2178.24110889516,2186.41294727603,2195.3291544667,2206.35435536343,2251.73313405806,2259.74344193522,2269.07342572074,2279.42176562178
"N023043",5501.15274670456,5595.58665054489,5544.76112519974,5628.71512379054,5678.82139630017,5762.57543650047,5711.40324831827,5790.438395504
"N023044",1306.02083469824,1327.20301107918,1320.69250798215,1326.91759543324,1345.62015028238,1367.4387602496,1359.96541301981,1365.25053626896
"N023045",1952.72846197959,1958.82748102009,1967.91610680444,1979.63592506297,1993.05577918258,2007.1134329486,2022.45626738863,2037.77797171086
"N023046",3490.51076455053,3510.28136544317,3530.28351109493,3549.97048010306,3569.27343299778,3589.08405672497,3608.03646430477,3626.77333965902
"N023047",10162.204383157,10212.2438293634,10266.7175874449,10316.6352755407,10373.6795167123,10421.4128202043,10474.9473999655,10528.2909629791
"N023048",1475.01764986922,1484.82385055745,1494.358705501,1503.84496551103,1513.16450986535,1522.5998356646,1532.20171361728,1541.66991191516
"N023049",9294.15963935322,9356.48260957902,9423.15990502844,9490.65635619108,9558.6081291941,9626.89551027611,9694.05491921431,9760.45794464102
"N023050",9779.26459454152,9853.31601295449,9934.30508616084,9994.47165146309,10066.5357743497,10141.2619887581,10218.8650381613,10282.0281551962
"N023051",1568.19255386485,1580.71172146539,1592.19018368498,1602.57037326871,1617.07837926109,1628.53354166758,1640.14612930553,1652.77979678929
"N023052",6006.49426831506,6042.145590021,6077.32023784715,6111.61026234486,6144.67412529557,6177.9819407066,6210.58792635197,6243.32304503999
"N023053",2779.81473018324,2741.16223809424,2761.54208498081,2780.91837141209,2799.463758986,2818.63769603767,2837.36794151493,2855.40633337824
"N023054",1700.42444568452,1709.86255993305,1719.52125870399,1729.30168495078,1739.04783249958,1748.42497768418,1758.39080288807,1767.98395260162
"N023055",7086.86367340244,7097.79456636765,7112.42355090427,7127.08757027377,7142.36718707489,7157.53691174776,7168.21731591025,7184.74453799286
"N023056",3159.26886519219,3177.24610451165,3195.64691587806,3213.75294530281,3232.57491681058,3251.12873131471,3270.89029817323,3289.41173095306
"N023057",1498.58250936835,1505.02939578281,1509.07973513686,1523.25765723258,1539.24486996195,1552.52517242587,1563.15073173525,1574.60639015474
"N023058",7606.66906135138,7641.55999358102,7663.89313380728,7696.63722645294,7728.64060157668,7760.07919494088,7791.69134241128,7822.3387445319
"N023059",10020.0159999274,10035.8536512568,10072.4501572018,10106.40008094,10142.1045370058,10178.2143781879,10213.7407835558,10248.5092300425
"N023060",1465.72742713629,1473.7415143,1480.96943795044,1489.5337689189,1498.20922918928,1506.84733214334,1515.7077815941,1524.49362446315
"N023061",3018.70380920025,3168.92386835192,3294.58495497409,3401.93973382423,3501.31790065399,3590.04936720136,3673.06667700419,3749.15738980156
"N023062",2203.07643437643,2267.3383358125,2326.93234869084,2374.45854736352,2414.90494990673,2450.7253468421,2483.21713653403,2513.16523005851
"N023063",3126.17100132962,3344.66937622346,3538.03066961864,3706.65908646647,3855.70993732947,3987.95986790202,4106.73029645607,4214.66408448445
"N023064",3412.11311595252,3556.81141395194,3685.18105064717,3806.1213479187,3923.72474733479,4038.30482786112,4150.86049762458,4264.48352980961
"N023065",4914.6008437267,5081.44379429455,5260.17387912695,5403.83809629699,5522.69248094064,5631.44010852061,5730.12316863947,5821.90705363089
"N023066",6640.76725405212,7040.51504220711,7434.07262957705,7815.34154563374,8185.2472439164,8536.9244543215,8876.11031717775,9204.59312738406
"N023067",11102.5150283611,11517.5903519023,11875.8544711555,12178.9852847075,12431.9996773656,12647.0484063018,12845.8695825154,13022.6688281852
"N023068",3356.6123555674,3423.66752976352,3476.83690495399,3579.50656814987,3628.67202328699,3676.37505554211,3713.7856504544,3768.33942341812
"N023069",1178.53581603226,1214.66830075277,1242.00736648777,1265.26159770308,1286.11508513313,1303.97325047183,1321.052600159,1336.88708105751
"N023070",10830.6591665079,10930.4011455223,11017.245859837,11102.4387683793,11196.8113108696,11284.3797734253,11371.3541879064,11469.0416501504
"N023071",5266.03988777705,5408.0400536924,5513.77931507176,5603.52137645837,5688.08794010953,5756.81905144693,5821.7781317303,5885.34901446684
"N023072",4173.46351450147,4233.36838994733,4284.26563470357,4332.40992096786,4381.76013520076,4430.75520328233,4476.78962390131,4524.82226277343
"N023073",5293.31255960561,5364.76395227067,5426.57482819163,5487.98877226207,5535.15687668362,5593.80634170884,5642.78655015996,5690.21838096481
"N023074",3118.9988170304,3222.15081374794,3308.26277502074,3382.60860650779,3446.39402212755,3503.89838227674,3558.11332008102,3608.37645317397
"N023075",1626.79107352465,1645.62561652488,1660.91144253635,1674.30568795784,1686.73658609748,1698.73759700402,1709.66429718495,1720.44145283217
"N023076",13697.061948851,13844.670202472,13992.3007297982,14101.7461758286,14195.2342519374,14310.1896474244,14389.6266075329,14453.1419979499
"N023077",18108.4342448931,18606.988800616,19143.6656728582,19730.548411892,20357.9650549678,21035.6191910283,21758.5843303202,22536.949321643
"N023078",17661.2263365097,18149.2084445923,18673.2772169108,19241.2675187384,19856.6700192414,20516.0851056624,21218.9650171357,21975.0835641756
"N023079",1786.23515701137,1845.38296630945,1886.14620871556,1921.81728687352,1942.82799604725,1961.99642835708,1979.74010733499,1995.71121602842
"N023080",6886.80767673279,6892.04658324782,6925.0441936335,6959.54227959131,6971.73980942983,6982.13666216243,6993.78087339783,7006.88414112928
"N023081",4569.76031815384,4595.67727387818,4625.02131470133,4650.09253490707,4671.82830033738,4692.56305562772,4712.27045243446,4731.06659314371
"N023082",2239.5589470573,2260.04737807904,2269.8907742707,2291.54954857033,2316.99147701462,2337.7328311948,2359.3604562895,2380.36845864444
"N023083",3758.56799338971,3816.20385600358,3927.06384972155,4016.8234921487,4084.65316153822,4121.84445259572,4237.65397285478,4301.71250406496
"N023084",12887.8487006654,13359.6506342642,13853.4826416482,14349.5997744943,14850.6325122913,15335.7140583702,15817.9305486257,16298.4110595455
"N023085",35550.798890757,36966.9307482753,38236.9549073536,39442.9967040036,40605.8840210235,41760.3365053168,42900.6989327007,44032.9760255478
"N023086",1135.99899390401,1140.23208558868,1147.60151234356,1153.27293794125,1169.92701734825,1185.37249052226,1199.27477272382,1219.08163021917
"N023087",2391.64961974873,2411.38742191542,2429.06149838551,2446.04088150225,2462.05400681879,2478.31759136608,2493.95111291044,2510.13843559734
"N023088",3972.45511681338,4000.53932151934,3931.96111758848,3949.78509443886,4078.89285867117,4026.02067955361,3994.29291208295,4118.77102135921
"N023089",8975.76139952672,9007.36776802907,9009.06306847065,8942.99194049945,9072.41994905878,8990.70140125158,9073.74590743305,9239.50152193224
"N023090",9434.14988422155,8969.86697915528,8943.49783519522,9522.1311281814,9650.51163870261,9206.86556413921,9207.85672696008,9824.02059915604
"N023091",1112.07662491302,1121.50861673889,1143.12449773295,1157.73818820951,1168.23023835372,1193.20599208523,1207.16755203295,1219.69501676192
"N023092",7371.7355099933,7493.89436594295,7567.06763962555,7639.25132036413,7758.53811106919,7867.00981784707,7951.29176596936,8034.28857818683
"N023093",1586.32721919204,1604.41282116392,1622.73149349134,1641.2321748223,1659.2313995703,1677.41081456126,1695.79179224738,1714.43848575297
"N023094",4143.89718274136,4212.5441348372,4287.3308547317,4368.15648109686,4453.87470324149,4545.45789519015,4641.42549735426,4743.27520677459
"N023095",6086.14103957814,6174.41679017483,6270.61621353734,6374.43071328396,6484.46674114363,6600.01428129202,6724.28848188254,6853.89703340216
"N023096",9296.20889796861,9413.98411008336,9539.03396973648,9673.62426221317,9815.36554833535,9966.25710774845,10121.8242458208,10289.3859872571
"N023097",21516.1201967734,21938.2802954811,22402.5604815858,22899.141538623,23419.900933353,23973.161597075,24542.5184804519,25132.550822688
"N023098",2479.50839495057,2487.72373139974,2517.50090043281,2536.96712991815,2578.43112468298,2555.66155923727,2633.88316956058,2640.16866635408
"N023099",1707.39507461071,1781.37708771629,1869.39667958713,1969.60707571633,2069.08734782281,2160.70280122581,2252.37670241079,2345.93083441155
"N023100",7005.65849861106,6946.32276575686,7075.28792724465,7206.48091959389,7248.7666935475,7250.99509475801,7429.2734648704,7598.28983839308
"N023101",4405.63293268311,4472.40738979434,4529.39166195755,4580.80849284419,4629.97939899726,4676.38079914825,4721.47148879322,4764.06296218906
"N023102",2365.94236458655,2388.91155737499,2413.72589739979,2444.79984245358,2475.69911262414,2507.94577127037,2539.80319249398,2573.15425456554
"N023103",2319.29620753046,2336.62865869117,2357.20445907117,2378.68698371465,2400.10504301076,2420.76352525115,2441.22223240359,2461.38977974986
"N023104",6399.77248912883,6612.72497262783,6844.72978120432,7079.5758340142,7319.34210857966,7558.10654359791,7793.36652781191,8029.43710852294
"N023105",1839.57899777237,1866.03666448502,1892.2573207402,1922.88589488922,1954.41496444225,1987.71840731904,2020.05641181363,2055.14595841865
"N023106",3873.87735651166,3973.84824907753,4060.26314402973,4140.86710008648,4214.71448051975,4285.48873297001,4355.87233669768,4422.15590661052
"N023107",6409.40471196069,6515.24311678083,6628.88228505343,6754.24109517781,6886.12998871823,7032.36695480776,7192.20811169928,7362.88482526302
"N023108",2355.68665536887,2387.79742399817,2420.73182756181,2452.63012837938,2483.10671934747,2511.86258567272,2540.9326738364,2566.38301040409
"N023109",3202.65341788009,3277.83738675251,3356.39093455072,3439.88128810228,3529.95141087529,3625.90767132411,3729.44231438363,3839.17588194875
"N023110",2381.27942687063,2418.1878439878,2435.14933606499,2450.82678327791,2453.25089947112,2461.91993719219,2468.01894477327,2484.97760754566
"N023111",5857.78569642477,5948.3087108886,6059.06006387436,6164.51909349022,6260.08003888936,6348.00690603046,6432.56611233159,6511.18745326538
"N023112",3959.49453535084,3974.34322541856,3986.4600135038,3997.25742515616,4007.21983509917,4017.01117154289,4024.82999197536,4033.64696387283
"N023113",3494.10616514442,3545.35407362797,3588.94821014718,3628.10590555657,3665.72962222373,3701.33086957808,3734.92515135055,3767.62919770951
"N023114",3349.54434542644,3388.22100861708,3419.47901822646,3446.55836109265,3471.12605369887,3493.62569233871,3515.56890559163,3536.51933679434
"N023115",1480.56044758817,1548.91714517885,1535.02193767456,1580.92355329133,1569.92104217401,1638.24164523052,1621.3606166382,1668.89914501075
"N023116",2542.9076797598,2575.55031768727,2606.31956553299,2645.93235048172,2684.48434800427,2720.87370534466,2755.20374448022,2787.92664154187
"N023117",1750.53583808378,1681.98793703327,1803.30231539085,1936.08669975981,1889.85737319897,1843.35650149665,1910.06271873627,1990.54212646814
"N023118",4144.33837352311,4198.97490231308,4239.49953434109,4274.73590588534,4303.24729696106,4329.36133396369,4354.66294596829,4377.10596660579
"N023119",3283.84713045407,3309.87336672654,3343.31855701404,3372.77410672393,3406.51106196028,3444.0440156035,3475.88088344877,3507.56370761027
"N023120",1520.85349093331,1567.55392020753,1595.92239695119,1634.62293635676,1671.35942718702,1695.60922384247,1735.70588546186,1772.87249896404
"N023121",1717.93575827949,1734.99379912971,1748.94728552301,1762.210807773,1774.3879354428,1786.09596063444,1797.10847267651,1808.16498639826
"N023122",3351.80738561156,3380.36939497176,3377.79844355203,3394.12443006643,3413.1130630216,3435.13459925223,3446.05258871724,3476.76962980943
"N023123",1793.89440119372,1825.05315115126,1855.67715487762,1886.42462678894,1918.98632592886,1952.94538470822,1989.03902056589,2025.79376326388
"N023124",10537.9155167646,10642.6783936741,10728.358454849,10809.7949948542,10884.5557948159,10954.4992333736,11024.0380188077,11091.9116932632
"N023125",1556.28788939425,1610.41675847523,1645.42085065319,1674.91038249508,1702.11494465012,1727.65462046728,1749.75819645228,1771.5231170786
"N023126",6137.82059185217,6179.70302272746,6192.05318149918,6244.73381272867,6331.72312558481,6359.90535802472,6389.36681995589,6426.15443726847
"N023127",1228.36161886173,1240.93105485692,1253.1945167437,1265.04779079059,1276.44159561779,1288.00029378823,1299.27137293944,1310.52993975215
"N023128",1088.51290804095,1098.58392370521,1107.66197105054,1115.75641647725,1123.57864482648,1130.93406745059,1138.52504433182,1145.66899227155
"N023129",1144.08464778522,1154.64878344937,1164.30416111827,1172.77605543973,1180.86887884693,1188.7958318373,1196.80199280237,1204.35569973821
"N023130",8196.26206766799,8312.52662310139,8403.03734452973,8478.13987121925,8548.11234073704,8611.46851935302,8666.60754152225,8717.14151370672
"N023131",3459.63991365149,3535.81664116308,3602.40039418169,3662.21306035597,3719.77280512217,3774.21796956047,3825.51331953485,3879.0646255535
"N023132",3464.53050132456,3526.14707860828,3574.01738485893,3614.4857082925,3648.76297159092,3682.81538316278,3711.30923045875,3739.7503328397
"N023133",10168.4950347861,10282.4920989503,10383.2777934388,10478.6876251778,10569.0918613295,10653.9475882811,10739.6414243702,10822.1065787576
"N023134",1156.84415901977,1165.17558099099,1177.72701308673,1186.00280980828,1190.33051288761,1194.64469457924,1197.59902541185,1202.8263526222
"N023135",2921.36333501678,2988.58158928188,3025.6571372495,3066.29796116939,3121.46250032315,3119.86148141529,3131.8950430626,3172.87135774521
"N023136",1128.30580803902,1145.96237540552,1154.99068615388,1160.57463125192,1165.69197792245,1170.78631966416,1175.26430015267,1180.09028461728
"N023137",10702.554159137,10922.329124934,11097.3168167539,11248.6834831164,11392.0151045065,11526.7477929021,11656.0706599151,11779.65014492
"N023138",6477.3039487711,6658.30759784878,6847.56842603175,7043.12223794413,7245.00200773809,7452.46492016066,7664.88036453072,7877.74575403627
"N023139",9514.05508644571,9661.93067864074,9750.99409468431,9828.92674578564,9908.77774438169,9936.50842332892,9992.04085810024,10057.4314747642
"N023140",7744.27360289526,7941.57245751068,8147.90757756226,8366.1407542251,8592.5328306662,8824.9529814697,9064.76680517472,9311.58014338743
"N023141",12274.3456817886,12444.9617758128,12629.3759493221,12829.3770418334,13047.8707539787,13282.0012697295,13535.3573000967,13803.4034692001
"N023142",6064.09537253566,6215.78937943002,6375.38076992326,6541.37344017347,6713.72936683705,6891.6946548208,7074.63057632883,7258.3211176829
"N023143",20071.2437789092,21346.0351952126,22472.3249680259,23518.8143224869,24524.3788299557,25511.5910091158,26496.020790144,27489.7078715185
"N023144",13789.5102849241,14748.021728725,15573.2704233514,16316.1796724775,16997.4042430011,17623.6313407189,18209.4755749813,18788.3729150381
"N023145",12016.0454748753,12256.274073003,12475.7030523107,12686.843192038,12892.5240967228,13095.0183155844,13295.6800239716,13495.3939202104
"N023146",10853.1395774563,11208.8504770797,11231.6745204498,11562.4969701295,11980.6600187278,12419.1052406596,12488.7671113625,12896.3034215645
"N023147",21267.86049424,22280.3689073984,23174.0037150364,24021.8578643787,24841.9705798814,25633.9995163559,26423.8764469892,27200.5278336674
"N023148",4348.19364675641,4376.29653558768,4676.9222857514,4631.88710173597,4899.19082184508,4837.53371971676,5093.62111509439,5023.88467656194
"N023149",6563.12863420313,6892.54687922559,7217.70682367239,7544.67609694133,7872.62518054056,8208.59628084008,8549.32732215073,8895.67468155661
"N023150",6297.34872537679,6305.98796856992,6930.11870311346,7110.43280417567,7222.51593420369,7067.79916529628,7606.20027925349,7731.19309997987
"N023151",4787.90555151066,4544.15241695731,4796.48106069105,4801.12914076314,5152.90484645625,4834.97171955668,5068.96953319865,5051.9471415621
"N023152",6428.34634981151,6603.97484100335,6761.96634213494,6897.55734566097,7025.15693624992,7140.88604689664,7250.91159909963,7363.89886643036
"N023153",2237.39020366242,2393.48920581745,2548.4737880515,2699.86059614801,2852.00495883011,3002.39829843237,3150.88512166041,3297.54593001628
"N023154",2479.51925989442,2504.23876162188,2539.47626741268,2550.72651529972,2570.66673283583,2586.81556374059,2617.44579628932,2622.14327034291
"N023155",7769.18112477204,8017.81106438984,8125.07382769567,7968.63541204209,8025.94579545984,8242.86807994792,8342.82836373738,8191.44076237111
"N023156",1080.04555869965,1103.36490462338,1266.93201300289,1316.28267458749,1156.45066968389,1169.05223303912,1325.71722606473,1368.17628257498
"N023157",2901.27847995277,2937.50239693722,2974.44189423079,3011.13521605768,3048.86936376633,3087.64873314656,3126.25802230566,3164.58579039796
"N023158",1246.32828928331,1263.21250109297,1283.39898837825,1303.85541456062,1327.57960802861,1344.97088797231,1365.98124746912,1387.58525053979
"N023159",7737.10649528739,6797.56589307292,7146.54154978824,6705.97405410868,7811.14724362377,6865.99404446282,7256.57761709884,6862.67520457834
"N023160",1563.78174762716,1508.509164615,1575.79397486306,1531.4858922698,1589.34285405232,1564.8884785235,1599.53997694006,1573.51606478185
"N023161",1217.28649051783,1226.0981909015,1235.44972698116,1244.78806898509,1254.45584084048,1264.29746907715,1274.49506755905,1284.89863980701
"N023162",1226.35350610852,1237.27650434326,1248.44663359586,1258.65000373472,1269.03732277513,1278.74258857584,1288.64307852261,1298.1745812255
"N023163",1196.33404842342,1199.13659840433,1212.16474431252,1217.44673799319,1236.17642175405,1234.83790299891,1252.32038616225,1258.59808586695
"N023164",1227.40990618619,1234.26249676212,1241.55287052905,1248.70706366031,1255.6387960542,1262.67995581603,1268.97435216739,1275.6071110909
"N023165",1233.96501700146,1242.46284604576,1250.80355108397,1259.06865934522,1267.136526005,1275.59299120432,1283.78014528561,1292.39364799546
"N023166",1237.25701592657,1246.31209913662,1255.00556317282,1263.29118567195,1271.42646851288,1279.51984993839,1287.52627694997,1295.40231090672
"N023167",1211.37783039771,1218.4473672065,1225.25873603615,1231.75310072078,1238.16901029642,1244.51026234135,1250.83648053687,1257.13603898578
"N023168",1245.30079828685,1253.56361755345,1262.03878742883,1270.63509778526,1279.19510292429,1288.18099687496,1297.50841755619,1306.99993689639
"N023169",1247.97948781744,1262.42324576954,1269.4953206487,1283.24998711907,1289.58294109448,1303.30655581695,1309.20995199453,1323.15659686886
"N023170",1243.07678018631,1247.53099764936,1251.38359272801,1266.703567018,1270.46770419409,1273.78056182763,1276.54501418944,1291.25165210581
"N023171",1274.47252771502,1290.25071555772,1309.06807298581,1329.55717220438,1351.56388627781,1374.66130818078,1398.79023413222,1423.95972041424
"N023172",1209.59507492711,1215.12501481226,1220.51950322393,1226.19742141627,1231.7016900409,1236.65123349656,1241.35161268045,1246.17864659935
"N023173",1197.61349333258,1203.96653938074,1209.73645473209,1216.04751445427,1221.66741529907,1228.19465045995,1233.83035974847,1240.40811406412
"N023174",1200.01439416241,1207.21651990913,1213.90756575777,1220.53023399493,1226.87509037442,1233.32832467671,1239.70936568926,1246.03269756721
"N023175",1227.14234455013,1236.48148081821,1247.44852554617,1256.65709980796,1265.909682353,1275.33985842176,1285.24106281007,1294.58483590329
"N023176",1243.53488207847,1253.66915155919,1262.97105651475,1271.87311862889,1280.47740756812,1289.02156012585,1297.30546324261,1305.6168187129
"N023177",1229.61236544198,1237.13575783733,1245.68634132841,1254.6418051831,1262.19380392698,1270.03995253339,1278.21760534435,1285.62911235535
"N023178",1193.65046159762,1203.53685592976,1208.76180050154,1218.42844418387,1223.34790435567,1233.04117751539,1237.76092996057,1247.5600760145
"N023179",1210.23804502454,1223.69563126253,1234.35317852781,1240.61662113401,1245.69647743746,1259.26729573068,1270.56158784353,1277.42565577921
"N023180",1293.07229189615,1306.82693899732,1320.48999760775,1327.16794094846,1334.20109230702,1347.25170238146,1361.07643597798,1367.52572244634
"N023181",1224.17524084329,1237.34347482304,1254.67242718027,1265.48702548842,1280.00393813155,1301.92934376572,1327.2521916389,1345.72771169445
"N023182",1226.02680841097,1232.70314266914,1239.9209718918,1247.54090360073,1255.47639486116,1263.71473252778,1272.19741756119,1280.73490470408
"N023183",1234.67301301159,1238.01049608836,1242.3638618568,1259.40999374363,1266.21108655545,1270.70630559104,1276.04510559758,1294.29057069148
"N023184",1227.99959164656,1233.73367209409,1239.69260252542,1245.80703442226,1252.01266209043,1258.21255403114,1264.55256304503,1270.87479630061
"N023185",1179.08490946198,1182.96264358844,1187.47350750949,1192.38025000967,1197.49962684327,1202.76429626205,1208.03466053827,1213.36023194678
"N023186",1225.56447539642,1232.60748489199,1239.24139068252,1245.61191051638,1251.80105718049,1257.93868768842,1263.91123886214,1269.75620591969
"N023187",1240.46245344498,1249.09635008135,1257.13555995171,1265.38939114337,1273.30779750529,1281.56058345105,1289.43670258343,1297.82468757179
"N023188",1216.5449150201,1224.73086201125,1233.26722130118,1240.66274020225,1248.89537780946,1256.0020993472,1264.13072958845,1271.06737713208
"N023189",1240.21644726184,1247.54823061515,1252.34814693311,1259.91599831566,1260.23804737889,1262.56588013033,1266.97838590258,1273.58023922414
"N023190",1267.99417884965,1277.30466002101,1282.25923025958,1298.61437723768,1305.33976022471,1315.77122196481,1321.7086894294,1339.08296612298
"N023191",1240.13630209814,1247.4482182655,1251.14770414666,1265.87050895752,1274.24673728676,1282.36378090108,1286.95905385503,1302.67527736198
"N023192",1235.63538928537,1243.06381790649,1246.40395099289,1262.09444892292,1270.78348722007,1279.20606747143,1283.41442786071,1300.16542959153
"N023193",1258.58777647841,1265.13113368017,1271.2577165631,1277.12391625472,1282.78568148042,1288.42597069975,1294.0342148707,1299.19803902542
"N023194",1199.8163555906,1209.34443436373,1216.32633069141,1231.00187175337,1240.79011120664,1251.47259852507,1259.77141538324,1275.12657953859
"N023195",1193.965946624,1199.78678177957,1203.37439948702,1215.22247459732,1223.19267585714,1229.67311280632,1233.82546215968,1246.4783585802
"N023196",1190.80452564346,1197.74687375907,1202.25396890732,1213.99833414026,1220.5375076594,1225.9025259406,1229.67305116739,1240.49870809327
"N023197",1361.03772277098,1374.06845334499,1379.82042974652,1396.01432051281,1401.14801004097,1413.15980678517,1417.52600398418,1433.4561830143
"N023198",1750.25190223789,1756.86866535066,1765.01401225139,1774.98165911128,1786.13830032524,1798.32451812091,1811.60139780417,1825.87741534278
"N023199",1722.4447743171,1748.8795582742,1778.74570902097,1809.80900186026,1843.75961310794,1878.04512053748,1914.3105081495,1950.11444777261
"N023200",1696.8560700343,1758.89397769761,1821.81009204923,1884.79461688533,1948.65269849168,2013.34043491595,2076.89826193826,2140.82997739537
"N023201",1692.12985256915,1702.24488642881,1709.76936287979,1717.21139055521,1726.97450462435,1734.90320514325,1744.33464232932,1751.01509135281
"N023202",2468.26518427939,2539.68065005558,2614.73651756336,2694.19514058048,2777.1702619075,2864.24112709141,2953.90554388524,3047.12580070788
